model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
BlackBerry 7100x|||Released 2005, Q1|||120g, 20mm thickness|||BlackBerry OS|||32MB 4MB RAM storage, no card slot|||2.2"|||240x260 pixels|||MISSING|||MISSING|||No video recorder|||4|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||MISSING|||32MB|||4MB|||https://fdn2.gsmarena.com/vv/bigpic/bb7100x.gif
BlackBerry Bold Touch 9930|||Released 2011, August|||130g, 10.5mm thickness|||BlackBerry OS 7.0|||8GB storage, microSDHC|||2.8"|||640x480 pixels|||5|||MP|||720p|||768|||MB RAM|||MISSING|||1230|||mAh|||Li-Ion|||1|||Black|||8GB|||768MB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-touch-9900.jpg
BlackBerry DTEK50|||Released 2016, August|||135g, 7.4mm thickness|||Android 6.0|||16GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||1080p|||3|||GB RAM|||Snapdragon 617|||2610|||mAh|||Li-Ion|||2|||Black|||16GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/bb-dtek.jpg
BlackBerry Volt|||Released Not officially announced yet|||11.5mm thickness|||BlackBerry OS 6.1|||4GB 768MB RAM storage, microSDHC slot|||3.7"|||480x800 pixels|||5|||MP|||720p|||768|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black|||4GB|||768MB|||MISSING
BlackBerry Playbook 2012|||Cancelled|||425g, 10mm thickness|||BlackBerry Tablet 2.0|||64GB storage, no card slot|||7.0"|||600x1024 pixels|||5|||MP|||1080p|||1|||GB RAM|||TI OMAP 4460|||4800|||mAh|||Li-Po|||1|||Black|||MISSING|||MISSING|||MISSING
BlackBerry Storm2 9550|||Released 2009, November|||160g, 14mm thickness|||BlackBerry OS|||2GB storage, microSD slot|||3.25"|||360x480 pixels|||3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1400|||mAh|||Li-Ion|||1|||Black|||2GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/bb-storm2-9550.jpg
BlackBerry 8830 World Edition|||Released 2007, April|||132g, 14mm thickness|||BlackBerry OS|||64MB 16MB RAM storage, microSD slot|||2.5"|||320x240 pixels|||MISSING|||MISSING|||No video recorder|||16|||MB RAM|||MSM6550|||1400|||mAh|||Li-Ion|||1|||Black|||64MB|||16MB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-8830.gif
BlackBerry Z3|||Released 2014, May|||164g, 9.3mm thickness|||BlackBerry OS 10.2.1, up to 10.3.1|||8GB storage, microSDHC|||5.0"|||540x960 pixels|||5|||MP|||1080p|||1.5|||GB RAM|||Snapdragon 400|||2500|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-z3-new.jpg
BlackBerry 7290|||Released 2004, Q4|||139g, 22mm thickness|||BlackBerry OS|||32MB 4MB RAM storage, no card slot|||2.6"|||240x160 pixels|||MISSING|||MISSING|||No video recorder|||4|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Cosmos Black, Satin Blue, Steel Blue|||32MB|||4MB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-7290.gif
BlackBerry 6230|||Released 2003, Q2|||136g, 20mm thickness|||BlackBerry OS|||16MB 1MB RAM storage, no card slot|||2.6"|||MISSING|||MISSING|||MISSING|||No video recorder|||1|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||MISSING|||16MB|||1MB|||https://fdn2.gsmarena.com/vv/bigpic/bb6230.gif
BlackBerry 9720|||Released 2013, August|||120g, 12mm thickness|||BlackBerry OS 7.1|||512MB ROM storage, microSDHC slot|||2.8"|||480x360 pixels|||5|||MP|||480p|||512|||MB RAM|||MISSING|||1450|||mAh|||Li-Ion|||1|||Black, White, Purple, Blue, Pure Pink|||512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-9720.jpg
BlackBerry Style 9670|||Released 2010, November|||131g, 18.5mm thickness|||BlackBerry OS 6.0|||512MB storage, microSDHC slot||| |||360x400 pixels|||5|||MP|||480p|||MISSING|||MISSING|||MISSING|||1150|||mAh|||Li-Ion|||1|||Steel Grey, Royal Purple|||512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-style-9670.jpg
BlackBerry KEY2 LE|||Released 2018, October|||156g, 8.4mm thickness|||Android 8.1|||32GB/64GB storage, microSDXC|||4.5"|||1080x1620 pixels|||13|||MP|||2160p|||4|||GB RAM|||Snapdragon 636|||3000|||mAh|||Li-Ion|||2|||Slate, Champagne, Atomic|||32GB,64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-key2-le-.jpg
BlackBerry Curve 9380|||Released 2011, December|||98g, 11.2mm thickness|||BlackBerry OS 7.0|||512MB 512MB RAM storage, microSDHC slot|||3.2"|||360x480 pixels|||5|||MP|||480p|||512|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black|||512MB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9380.jpg
BlackBerry Pearl 8130|||Released 20078|||96g, 14mm thickness|||BlackBerry OS|||32MB RAM storage, microSDHC slot|||2.2"|||240x260 pixels|||2|||MP|||Video recorder|||32|||MB RAM|||MISSING|||900|||mAh|||Li-Ion|||1|||Black, White|||32MB,64MB|||MISSING|||MISSING
BlackBerry Curve 9360|||Released 2011, August|||99g, 11mm thickness|||BlackBerry OS 7.0|||512MB 512MB RAM storage, microSDHC slot|||2.44"|||480x360 pixels|||5|||MP|||480p|||512|||MB RAM|||MISSING|||1000|||mAh|||Li-Ion|||1|||Black, Purple, Pink|||512MB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9350-9360-9370.jpg
BlackBerry Porsche Design P'9531|||Released Not officially announced yet|||155g, 11.3mm thickness|||BlackBerry OS 7.0|||8GB storage, microSDHC|||2.8"|||640x480 pixels|||5|||MP|||720p|||768|||MB RAM|||Snapdragon S2|||1000|||mAh|||Li-Ion|||1|||Black|||8GB|||768MB|||MISSING
BlackBerry KEY2|||Released 2018, June|||168g, 8.5mm thickness|||Android 8.1|||64GB/128GB storage, microSDXC|||4.5"|||1080x1620 pixels|||12|||MP|||2160p|||6|||GB RAM|||Snapdragon 660|||3500|||mAh|||Li-Ion|||2|||Black, Silver, Red|||64GB,128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-key2-new.jpg
BlackBerry Porsche Design P'9983|||Released 2014, October|||140g, 10.6mm thickness|||BlackBerry OS 10.3, up to 10.3.1|||64GB storage, microSDXC|||3.1"|||720x720 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon S4 Pro|||2100|||mAh|||Li-Ion|||1|||Black|||64GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Porsche-Design-P9983-1.jpg
BlackBerry Storm 9530|||Released 2008, November|||155g, 14mm thickness|||BlackBerry OS|||1GB 128MB RAM storage, microSDHC slot|||3.25"|||360x480 pixels|||3|||MP|||240p|||128|||MB RAM|||MSM7600|||1400|||mAh|||Li-Ion|||1|||Black|||1GB|||128MB|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-9500-storm1.jpg
BlackBerry Pearl 8100|||Released 2006, September|||89.5g, 14.5mm thickness|||BlackBerry OS|||64MB storage, microSD slot|||2.2"|||240x260 pixels|||1.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Black, White, Red|||64MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/blackberry-8100.gif
