model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
Huawei Y7p|||Released 2020, February 07|||176g, 8.1mm thickness|||Android 9.0, EMUI 9, no Google Play Services|||64GB storage, microSDXC|||6.39"|||720x1560 pixels|||48|||MP|||1080p|||4|||GB RAM|||Kirin 710F|||4000|||mAh|||Li-Po|||2|||Aurora Blue, Midnight Black|||64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y7p-.jpg
Huawei Ascend P7 mini|||Released 2014, May|||115g, 7.8mm thickness|||Android 4.3, EMUI Lite 2|||8GB storage, microSDHC|||4.5"|||540x960 pixels|||8|||MP|||Video recorder|||1|||GB RAM|||Snapdragon 400|||2000|||mAh|||Li-Po|||1|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p7-mini.jpg
Huawei Ascend G535|||Released 2014, Q3|||145g, 7.9mm thickness|||Android 4.3|||8GB storage, microSDHC|||4.5"|||540x960 pixels|||5|||MP|||MISSING|||1|||GB RAM|||Snapdragon 400|||2000|||mAh|||Li-Ion|||1|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-g535.jpg
Huawei Watch 2 2018|||Released 2018, May|||57g, 12.6mm thickness|||Android Wear OS 2.1|||4GB 768MB RAM storage, no card slot|||1.2"|||390x390 pixels|||MISSING|||MISSING|||No video recorder|||768|||MB RAM|||Snapdragon Wear 2100|||420|||mAh|||Li-Ion|||1|||Dynamic Orange, Carbon Black, Concrete Grey|||4GB|||768MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-2-2018-.jpg
Huawei Mate 30 5G|||Released 2019, October|||196g, 8.4mm thickness|||Android 10, EMUI 10, no Google Play Services|||128GB/256GB storage, NM|||6.62"|||1080x2340 pixels|||40|||MP|||2160p|||6/8|||GB RAM|||Kirin 990 5G|||4200|||mAh|||Li-Po|||2|||Black, Space Silver, Cosmic Purple, Emerald Green, Orange, Forest Green|||128GB,256GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mate30-5g.jpg
Huawei IDEOS S7 Slim CDMA|||Released 2011, Q3|||440g, 12.5mm thickness|||Android 2.2|||microSDHC slot|||7.0"|||480x800 pixels|||3|||MP|||480p|||MISSING|||MISSING|||MISSING|||3250|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ideos-s7-slim.jpg
Huawei P smart 2021|||Released 2020, September 28|||206g, 9.3mm thickness|||Android 10, EMUI 10.1|||128GB storage, microSDXC|||6.67"|||1080x2400 pixels|||48|||MP|||1080p|||4|||GB RAM|||Kirin 710A|||5000|||mAh|||Li-Po|||2|||Crush Green, Blush Gold, Midnight Black|||128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2021.jpg
Huawei G6600 Passport|||Released 2010, Q1|||102g, 11.5mm thickness|||Feature phone|||microSDHC slot|||2.4"|||320x240 pixels|||2|||MP|||144p|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Classic Brown|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-g6600-passport.jpg
Huawei Y560|||Released 2015, June|||141.5g, 10mm thickness|||Android 5.1, EMUI Lite 3.1|||8GB storage, microSDHC|||4.5"|||480x854 pixels|||5|||MP|||720p|||1|||GB RAM|||Snapdragon 210|||2000|||mAh|||Li-Ion|||2|||Black, White, Pink, Blue|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y560.jpg
Huawei MediaPad T5|||Released 2018, September|||460g, 7.8mm thickness|||Android 8.0, EMUI 8|||16GB/32GB/64GB storage, microSDXC|||10.1"|||1920x1200 pixels|||5|||MP|||1080p|||2-4|||GB RAM|||Kirin 659|||5100|||mAh|||Li-Po|||1|||Black, Champagne Gold|||16GB,32GB,64GB|||2GB,3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t5.jpg
Huawei Watch GT 2 Pro|||Released 2020, October 05|||52g, 11.4mm thickness|||Huawei Lite OS|||4GB 32MB RAM storage, no card slot|||1.39"|||454x454 pixels|||MISSING|||MISSING|||MISSING|||32|||MB RAM|||Kirin A1|||455|||mAh|||Li-Ion|||1|||Night Black, Nebula Gray|||4GB|||32MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt2-pro.jpg
Huawei Y7a|||Released 2020, October 30|||206g, 9.3mm thickness|||Android 10, EMUI 10.1|||64GB/128GB storage, microSDXC|||6.67"|||1080x2400 pixels|||48|||MP|||1080p|||4|||GB RAM|||Kirin 710A|||5000|||mAh|||Li-Po|||2|||Crush Green, Blush Gold, Midnight Black|||64GB,128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2021.jpg
Huawei P50 Pocket|||Released 2021, December 23|||190g, 7.2mm thickness|||HarmonyOS 2.0, EMUI 12|||256GB/512GB storage, NM|||6.9"|||1188x2790 pixels|||40|||MP|||2160p|||8/12|||GB RAM|||Snapdragon 888 4G|||4000|||mAh|||Li-Po|||2|||Black, Gold, Silver|||256GB,512GB|||8GB,12GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p50-pocket.jpg
Huawei Y7 (2019)|||Released 2019, March 07|||168g, 8.1mm thickness|||Android 8.1, EMUI 8.2|||32GB/64GB storage, microSDXC|||6.26"|||720x1520 pixels|||13|||MP|||1080p|||3/4|||GB RAM|||Snapdragon 450|||4000|||mAh|||Li-Ion|||2|||Aurora Blue, Midnight Black, Coral Red|||32GB,64GB|||3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y7-prime-2019.jpg
Huawei Mate 20 X|||Released 2018, November|||232g, 8.2mm thickness|||Android 9.0, EMUI 9.1|||128GB/256GB storage, NM|||7.2"|||1080x2244 pixels|||40|||MP|||2160p|||6/8|||GB RAM|||Kirin 980|||5000|||mAh|||Li-Po|||2|||Midnight Blue, Phantom Silver|||128GB,256GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20x-.jpg
Huawei P smart|||Released 2017, December|||143g, 7.5mm thickness|||Android 8.0, EMUI 8|||32GB/64GB storage, microSDXC|||5.65"|||1080x2160 pixels|||13|||MP|||1080p|||3/4|||GB RAM|||Kirin 659|||3000|||mAh|||Li-Po|||2|||Black, Blue, Gold, Rose Gold|||32GB,64GB|||3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-.jpg
Huawei G3621L|||Released 2013, Q2|||80g, 13.5mm thickness|||Feature phone|||3MB ROM storage, microSDHC slot|||1.8"|||128x160 pixels|||MISSING|||MISSING|||No video recorder|||4|||MB RAM|||MT6250M|||600|||mAh|||Li-Ion|||2|||Black, Red|||3MB,4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-g3621.jpg
Huawei C3200|||Released 2010|||80g, 14.3mm thickness|||Feature phone|||32/64MB storage, no card slot|||1.47"|||128x128 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1050|||mAh|||Li-Ion|||1|||Black|||32MB|||64MB|||https://fdn2.gsmarena.com/vv/bigpic/Huawei-C3200.jpg
Huawei nova 8 SE 4G|||Released 2021, November 26|||180g, 7.5mm thickness|||HarmonyOS 2.0|||128GB storage, no card slot|||6.5"|||1080x2400 pixels|||64|||MP|||1080p|||8|||GB RAM|||Kirin 710A|||3800|||mAh|||Li-Po|||2|||Black, Blue, Aurora, Silver|||128GB|||8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-8-se.jpg
Huawei Enjoy 6|||Released 2016, November|||145g, 7.9mm thickness|||Android 6.0, EMUI 4.1|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6750|||4100|||mAh|||Li-Po|||2|||Pink, White, Gold, Blue, Gray|||16GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-6.jpg
Huawei MediaPad T2 10.0 Pro|||Released 2016, September|||495g, 8.5mm thickness|||Android 5.1, EMUI 3.1|||16GB/32GB storage, microSDXC|||10.0"|||1200x1920 pixels|||8|||MP|||1080p|||2/3|||GB RAM|||Snapdragon 615|||6660|||mAh|||Li-Ion|||1|||Pearl White, Charcoal Black|||MISSING,32GB|||MISSING,3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t2-10-pro.jpg
Huawei Children's Watch 4X|||Released 2020, August 20|||67.7g, 14.7mm thickness|||Proprietary OS|||16GB storage, no card slot|||1.41"|||320x360 pixels|||8|||MP|||MISSING|||1|||GB RAM|||MISSING|||800|||mAh|||Li-Ion|||1|||Blue, Pink, White|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-childrens-watch-4x.jpg
Huawei Ascend P1 XL U9200E|||Released 2012, Q3|||MISSING|||Android 4.0.3|||4GB 1GB RAM storage, microSDHC slot|||4.3"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||TI OMAP 4460|||2600|||mAh|||Li-Ion|||1|||Metallic black, Ceramic white, Soft pink|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p1-new.jpg
Huawei Enjoy 10s|||Released 2019, November|||163g, 7.8mm thickness|||Android 9.0, EMUI 9.1|||64GB/128GB storage, NM|||6.3"|||1080x2400 pixels|||48|||MP|||1080p|||4-8|||GB RAM|||Kirin 710F|||4000|||mAh|||Li-Po|||2|||Breathing Crystal, Midnight Black, Emerald Green|||64GB,128GB|||4GB,6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10s.jpg
Huawei Ascend G510|||Released 2013, April|||150g, 9.9mm thickness|||Android 4.1|||4GB 512MB RAM storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||720p|||512|||MB RAM|||Snapdragon S4 Play|||1700|||mAh|||Li-Ion|||2|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g510-u8951.jpg
Huawei U8150 IDEOS|||Released 2010, September|||102.1g, 13.5mm thickness|||Android 2.2|||512MB 256MB RAM storage, microSDHC slot|||2.8"|||240x320 pixels|||3|||MP|||144p|||256|||MB RAM|||Snapdragon S1|||1200|||mAh|||Li-Ion|||1|||Black body / blue, red, yellow backpanels|||512MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ideos.jpg
Huawei Ascend Y511|||Released 2013, November|||150g, 10.5mm thickness|||Android 4.2|||4GB 512MB RAM storage, microSDHC slot|||4.5"|||480x854 pixels|||3|||MP|||Video recorder|||512|||MB RAM|||MT6572|||1730|||mAh|||Li-Ion|||2|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y511.jpg
Huawei U1310|||Released 2008, Q2|||14.5mm thickness|||Feature phone|||microSD slot|||2.2"|||240x320 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-u1310.jpg
Huawei Ascend P1s|||Released 2012, September|||130g, 6.7mm thickness|||Android 4.0|||4GB 1GB RAM storage, microSDHC slot|||4.3"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||TI OMAP 4460|||1800|||mAh|||Li-Ion|||1|||Metallic black, Ceramic white, Soft pink|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p1-new.jpg
Huawei Enjoy 9e|||Released 2019, April|||150g, 8mm thickness|||Android 9.0, EMUI 9|||32GB/64GB storage, microSDXC|||6.09"|||720x1560 pixels|||13|||MP|||1080p|||3|||GB RAM|||Helio P35|||3020|||mAh|||Li-Po|||2|||Midnight Black, Modern Black, Sapphire Blue, Amber Brown|||32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-9e2.jpg
Huawei Impulse 4G|||Released 2011, September|||130g, 11.6mm thickness|||Android 2.2|||512MB RAM storage, microSDHC slot|||3.8"|||480x800 pixels|||5|||MP|||720p|||512|||MB RAM|||MSM7230|||1500|||mAh|||Li-Ion|||1|||Black|||512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-impulse-4g.jpg
Huawei Y635|||Released 2015, May|||178g, 10.2mm thickness|||Android 4.4.2, EMUI 3|||4GB 1GB RAM storage, microSDHC slot|||5.0"|||480x854 pixels|||5|||MP|||Video recorder|||1|||GB RAM|||MISSING|||2000|||mAh|||Li-Po|||2|||Black, White|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y635-0.jpg
Huawei U8800 IDEOS X5|||Released 2011, April|||130g, 11.6mm thickness|||Android 2.2, up to 2.3|||2GB 512MB RAM storage, microSDHC slot|||3.8"|||480x800 pixels|||5|||MP|||720p|||512|||MB RAM|||MSM7230|||1500|||mAh|||Li-Po|||1|||Black|||2GB,4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ideos-x5-ofic-new.jpg
Huawei nova 8 SE|||Released 2020, November 11|||178g, 7.5mm thickness|||Android 10, EMUI 10.1|||128GB storage, no card slot|||6.53"|||1080x2400 pixels|||64|||MP|||2160p|||8|||GB RAM|||Dimensity 720 5G|||3800|||mAh|||Li-Po|||2|||Black, Deep Blue, Blue, Silver|||128GB|||8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-8-se.jpg
Huawei Ascend G730|||Released 2014, April|||180g, 9.6mm thickness|||Android 4.2, EMUI 2|||4GB 1GB RAM storage, microSDHC slot|||5.5"|||540x960 pixels|||5|||MP|||720p|||1|||GB RAM|||MISSING|||2300|||mAh|||Li-Ion|||2|||Black, White|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-g730.jpg
Huawei nova 2s|||Released 2017, December|||169g, 7.5mm thickness|||Android 8.0, EMUI 8|||64GB/128GB storage, microSDXC|||6.0"|||1080x2160 pixels|||16|||MP|||2160p|||4/6|||GB RAM|||Kirin 960|||3340|||mAh|||Li-Po|||2|||Black, Gray, Red, Rose Gold, Light Blue|||64GB,128GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-2s.jpg
Huawei nova 7 5G|||Released 2020, April 28|||180g, 8mm thickness|||Android 10, EMUI 10.1|||128GB/256GB storage, no card slot|||6.53"|||1080x2400 pixels|||64|||MP|||2160p|||8|||GB RAM|||Kirin 985 5G|||4000|||mAh|||Li-Po|||2|||Black, Space Silver, Midsummer Purple, Red, Green|||128GB,256GB|||8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova7-5g.jpg
Huawei Ascend G330D U8825D|||Released 2012, Q2|||140g, 11.4mm thickness|||Android 4.0.4|||4GB storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S4 Play|||1550|||mAh|||Li-Ion|||2|||Black|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g300d-u881d5.jpg
Huawei Nexus 6P|||Released 2015, September|||178g, 7.3mm thickness|||Android 6.0, up to Android 8.0|||32GB/64GB/128GB storage, no card slot|||5.7"|||1440x2560 pixels|||12|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||3450|||mAh|||Li-Po|||1|||Aluminium, Graphite, Frost|||32GB,64GB,128GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nexus-6p-.jpg
Huawei Fit|||Released 2016, November|||35g, 11.2mm thickness|||Proprietary OS|||16MB 256 KB RAM storage, no card slot|||1.04"|||208x208 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||80|||mAh|||Li-Ion|||1|||Titanium Gray, Moonlight Silver, Orange|||16MB|||256KB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-fit.jpg
Huawei nova 5z|||Released 2019, November|||178g, 8.3mm thickness|||Android 9.0, EMUI 9.1|||64GB/128GB storage, NM|||6.26"|||1080x2340 pixels|||48|||MP|||2160p|||6|||GB RAM|||Kirin 810|||4000|||mAh|||Li-Po|||2|||Black, Aurora, Emerald Green|||64GB,128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5z.jpg
Huawei P9 lite mini|||Released 2017, September|||145g, 8.1mm thickness|||Android 7.0, EMUI 5.1|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 425|||3020|||mAh|||Li-Ion|||2|||Silver, black, gold|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y6-pro-2017-p9-lite-mini.jpg
Huawei P smart 2020|||Released 2020, May 8|||160g, 8mm thickness|||Android 9.0, EMUI 9.1, Google Play Services|||128GB storage, microSDXC|||6.21"|||1080x2340 pixels|||13|||MP|||1080p|||4|||GB RAM|||Kirin 710|||3400|||mAh|||Li-Ion|||2|||Midnight Black, Aurora Blue, Green|||128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2020-.jpg
Huawei nova 7 SE|||Released 2020, April 28|||189g, 8.6mm thickness|||Android 10, EMUI 10.1|||128GB/256GB storage, NM|||6.5"|||1080x2400 pixels|||64|||MP|||2160p|||6/8|||GB RAM|||Kirin 820 5G|||4000|||mAh|||Li-Po|||2|||Black, Space Silver, Midsummer Purple, Crush Green|||128GB,256GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova7-se-new.jpg
Huawei Watch Magic|||Released 2018, November|||32.5g, 9.8mm thickness|||Proprietary OS|||128MB 16MB RAM storage, no card slot|||1.2"|||390x390 pixels|||MISSING|||MISSING|||No video recorder|||16|||MB RAM|||MISSING|||178|||mAh|||Li-Ion|||1|||Lava Black, Moonlight Silver|||128MB|||16MB|||https://fdn2.gsmarena.com/vv/bigpic/honor-watch-magic.jpg
Huawei nova 5T|||Released 2019, September 05|||174g, 7.8mm thickness|||Android 9.0, up to Android 10, EMUI 10|||128GB storage, no card slot|||6.26"|||1080x2340 pixels|||48|||MP|||2160p|||6/8|||GB RAM|||Kirin 980|||3750|||mAh|||Li-Po|||2|||Black, Crush Blue, Midsummer Purple, Crush Green|||128GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5t.jpg
Huawei Enjoy 20 5G|||Released 2020, September 10|||188g, 9.2mm thickness|||Android 10, EMUI 10.1|||64GB/128GB storage, microSDXC|||6.6"|||720x1600 pixels|||13|||MP|||1080p|||4/6|||GB RAM|||Dimensity 720 5G|||5000|||mAh|||Li-Po|||2|||Black, Gold, Green, Pink|||64GB,128GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-20.jpg
Huawei Mate X2|||Released 2021, February 25|||295g, 8.2mm thickness|||Android 10, EMUI 11, no Google Play Services|||256GB/512GB storage, NM|||8.0"|||2200x2480 pixels|||50|||MP|||2160p|||8/12|||GB RAM|||Kirin 9000 5G|||4500|||mAh|||Li-Po|||2|||Black, White, Light Blue, Rose Gold, Collector’s Edition Black/White/Red|||256GB,512GB|||8GB,12GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-x2-new.jpg
Huawei Ascend Y600|||Released 2014, June|||180g, 10.8mm thickness|||Android 4.2|||4GB 512MB RAM storage, microSDHC slot|||5.0"|||480x854 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||MT6572|||2100|||mAh|||Li-Ion|||1|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y600.jpg
Huawei Ascend Y220|||Released 2014, March|||130g, 12.3mm thickness|||Android 2.3|||256MB RAM storage, microSDHC slot|||3.5"|||320x480 pixels|||0.3|||MP|||Video recorder|||512|||MB RAM|||MT6572M|||1350|||mAh|||Li-Ion|||1|||Black, White|||256MB,512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y220.jpg
Huawei Y7 Prime (2019)|||Released 2019, January 01|||168g, 8.1mm thickness|||Android 8.1, EMUI 8.2|||32GB/64GB storage, microSDXC|||6.26"|||720x1520 pixels|||13|||MP|||1080p|||3|||GB RAM|||Snapdragon 450|||4000|||mAh|||Li-Ion|||2|||Aurora Blue, Midnight Black, Coral Red, Brown|||32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y7-prime-2019.jpg
Huawei U8350 Boulder|||Released 2011, October|||105g, 9.9mm thickness|||Android 2.2|||512MB 256MB RAM storage, microSDHC slot|||2.6"|||320x240 pixels|||3|||MP|||Video recorder|||256|||MB RAM|||Snapdragon S1|||1200|||mAh|||Li-Ion|||1|||Black, White|||512MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-boulder-u8350.jpg
Huawei Mate S|||Released 2015, October|||156g, 7.2mm thickness|||Android 5.1.1, up to 6.0, EMUI 3.1|||32GB/64GB/128GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||3|||GB RAM|||Kirin 935|||2700|||mAh|||Li-Ion|||2|||Luxurious Gold, Mystic Champagne, Titanium Grey|||32GB,64GB,128GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-s--.jpg
Huawei nova 7 Pro 5G|||Released 2020, April 28|||178g, 8mm thickness|||Android 10, EMUI 10, no Google Play Services|||128GB/256GB storage, no card slot|||6.57"|||1080x2340 pixels|||64|||MP|||2160p|||8|||GB RAM|||Kirin 985 5G|||4000|||mAh|||Li-Po|||2|||Black, Red, Purple, Green, Blue|||128GB,256GB|||8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova7-pro-5g.jpg
Huawei U8520 Duplex|||Released 2011, October|||109g, 12.7mm thickness|||Android 2.2|||512MB 256MB RAM storage, microSDHC slot|||3.2"|||320x480 pixels|||3|||MP|||480p|||256|||MB RAM|||Snapdragon S1|||1500|||mAh|||Li-Ion|||2|||Black|||512MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-u8520.jpg
Huawei Y8s|||Released 2020, May 21|||180g, 8.1mm thickness|||Android 9.0, EMUI 9.1, Google Play Services|||64GB/128GB storage, microSDXC|||6.5"|||1080x2340 pixels|||48|||MP|||1080p|||4|||GB RAM|||Kirin 710|||4000|||mAh|||Li-Po|||2|||Emerald Green, Midnight Black|||64GB,128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-y8s.png
Huawei P40 4G|||Released 2021, February 26|||175g, 8.5mm thickness|||Android 10, EMUI, no Google Play Services|||128GB storage, NM|||6.1"|||1080x2340 pixels|||50|||MP|||2160p|||4/8|||GB RAM|||Kirin 990|||3800|||mAh|||Li-Po|||2|||Frost Silver, Dark Blue|||128GB|||4GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-4g.jpg
Huawei G6005|||Released 2012, Q1|||95g, 12mm thickness|||Feature phone|||microSD slot|||1.8"|||128x160 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||600|||mAh|||Li-Ion|||2|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-g6005.jpg
Huawei Ascend Y550|||Released 2014, November|||153g, 9.5mm thickness|||Android 4.4.2, EMUI 2.3|||4GB 1GB RAM storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||720p|||1|||GB RAM|||Snapdragon 410|||2000|||mAh|||Li-Ion|||1|||Black, White|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y550.jpg
Huawei MediaPad M3 8.4|||Released 2016, October|||326g, 7.3mm thickness|||Android 6.0, EMUI 4.1|||32GB/64GB storage, microSDXC|||8.4"|||1600x2560 pixels|||8|||MP|||1080p|||4|||GB RAM|||Kirin 950|||5100|||mAh|||Li-Po|||1|||Silver, Gold|||32GB,64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m3.jpg
Huawei Enjoy 9s|||Released 2019, March|||160g, 8mm thickness|||Android 9.0, EMUI 9|||64GB/128GB storage, microSDXC|||6.21"|||1080x2340 pixels|||24|||MP|||1080p|||4/6|||GB RAM|||Kirin 710|||3400|||mAh|||Li-Po|||2|||Aurora Blue, Nebula Blue, Phantom Black, Coral Red|||64GB,128GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-plus-2019-starlight-blue.jpg
Huawei P smart 2019|||Released 2019, January 11|||160g, 8mm thickness|||Android 9.0, EMUI 9.1, Google Play Services|||32GB/64GB storage, microSDXC|||6.21"|||1080x2340 pixels|||13|||MP|||1080p|||3|||GB RAM|||Kirin 710|||3400|||mAh|||Li-Ion|||2|||Midnight Black, Aurora Blue, Sapphire Blue, Coral Red|||32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2019.jpg
Huawei P8|||Released 2015, April|||144g, 6.4mm thickness|||Android 4.4.2, up to 6.0, EMUI 3.1|||16GB/32GB/64GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||1080p|||3|||GB RAM|||Kirin 930|||2600|||mAh|||Li-Po|||2|||MISSING|||16GB,32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p8.jpg
Huawei nova 8i|||Released 2021, July 22|||190g, 8.6mm thickness|||Android 10, EMUI 11, no Google Play Services|||128GB storage, no card slot|||6.67"|||1080x2376 pixels|||64|||MP|||1080p|||6/8|||GB RAM|||Snapdragon 662|||4300|||mAh|||Li-Po|||2|||Moonlight Silver, Interstellar Blue, Starry Black|||128GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-8i.jpg
Huawei T156|||Released 2008|||75g, 13.5mm thickness|||Feature phone|||No card slot|||1.4"|||68x96 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/huawei-t156.jpg
Huawei P Smart+ 2019|||Released 2018, August|||160g, 8mm thickness|||Android 9.0, EMUI 9, Google Play Services|||64GB/128GB storage, microSDXC|||6.21"|||1080x2340 pixels|||24|||MP|||1080p|||3/6|||GB RAM|||Kirin 710|||3400|||mAh|||Li-Ion|||2|||Starlight Blue, Midnight Black|||64GB,128GB|||3GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-plus-2019-starlight-blue.jpg
Huawei Ascend G700|||Released 2013|||155g, 9mm thickness|||Android 4.2|||8GB storage, microSDHC|||5.0"|||720x1280 pixels|||8|||MP|||1080p|||2|||GB RAM|||MT6589|||2150|||mAh|||Li-Ion|||2|||Black, White|||8GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g700.jpg
Huawei Ascend II|||Released 2011, July|||120g, 13mm thickness|||Android 2.3|||512MB 256MB RAM storage, microSDHC slot|||3.5"|||320x480 pixels|||5|||MP|||Video recorder|||256|||MB RAM|||MISSING|||1400|||mAh|||Li-Ion|||1|||White/Black|||512MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-II.jpg
Huawei G7002|||Released 2010, June|||95g, 13.6mm thickness|||Feature phone|||2MB storage, microSD slot||| |||MISSING|||1.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black|||2MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/Huawei-G7002.jpg
