model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
ZTE nubia X|||Released 2018, November|||181g, 8.4mm thickness|||Android 8.1, Nubia UI 6|||64GB/128GB/512GB storage, no card slot|||6.26"|||1080x2280 pixels|||24|||MP|||2160p|||6/8|||GB RAM|||Snapdragon 845|||3800|||mAh|||Li-Po|||2|||Blue Gold, Sea Blue, Black Gold, Deep Gray, Starry Night (512 GB only)|||64GB,128GB,256GB,512GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-x.jpg
ZTE Zinger|||Released 2014, October|||110g, 12.2mm thickness|||Android 4.4.2|||4GB 512MB RAM storage, microSDHC slot|||3.5"|||320x480 pixels|||2|||MP|||Video recorder|||512|||MB RAM|||Snapdragon 200|||1500|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-zinger.jpg
ZTE Blade A512|||Released 2016, July|||130g, 7.6mm thickness|||Android 6.0|||16GB storage, microSDXC|||5.2"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 425|||2540|||mAh|||Li-Ion|||2|||White, Black, Pink|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-a512.jpg
ZTE Grand X Pro|||Released 2013, April|||146g, 9.4mm thickness|||Android 4.0|||4GB 1GB RAM storage, microSDHC slot|||4.5"|||720x1280 pixels|||8|||MP|||720p|||1|||GB RAM|||MT6577|||2000|||mAh|||Li-Ion|||2|||Black, Red, Blue, Yellow|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-pro.jpg
ZTE Blade V8 Pro|||Released 2017, February|||185g, 9.1mm thickness|||Android 6.0.1|||32GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||2160p|||3|||GB RAM|||Snapdragon 625|||3140|||mAh|||Li-Ion|||2|||Black|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v8-pro.jpg
ZTE Grand X V970|||Released 2012, July|||110g, 9.9mm thickness|||Android 4.0, up to 4.1.1|||4GB 1GB RAM storage, microSDHC slot|||4.3"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||Nvidia Tegra 2|||1600|||mAh|||Li-Ion|||2|||Black|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-mimoza-x.jpg
ZTE Blade A452|||Released 2016, Q1|||159g, 8.9mm thickness|||Android 5.1|||8GB storage, microSDHC|||5.0"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||MT6735P|||4000|||mAh|||Li-Ion|||2|||Ion Gold, Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-a452.jpg
ZTE Blade A410|||Released 2015, June|||131g, 10.2mm thickness|||Android 5.1|||8GB storage, microSDHC|||4.0"|||480x800 pixels|||5|||MP|||Video recorder|||1|||GB RAM|||MT6735M|||1500|||mAh|||Li-Ion|||1|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a410.jpg
ZTE X990D|||Released 2010|||90g, 12mm thickness|||Feature phone|||microSDHC slot|||2.5"|||320x240 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||2|||White|||MISSING|||MISSING|||MISSING
ZTE nubia N1 lite|||Released 2017, April|||171g, 8.4mm thickness|||Android 6.0|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||8|||MP|||1080p|||2|||GB RAM|||MT6737|||3000|||mAh|||Li-Ion|||2|||Black|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/nubia-n1-lite.jpg
ZTE Blade C V807|||Released 2013, April|||11mm thickness|||Android 4.1|||4GB 512MB RAM storage, microSDHC slot|||4.0"|||480x800 pixels|||3|||MP|||Video recorder|||512|||MB RAM|||MT6577|||1600|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/ZTE-Blade-C-V807.jpg
ZTE nubia Prague S|||Released 2016, January|||135g, 6.8mm thickness|||Android 5.2, nubia UI 3|||64GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||1080p|||3|||GB RAM|||Snapdragon 615|||2200|||mAh|||Li-Ion|||2|||White, Rose Gold|||64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-prague-s1.jpg
ZTE F912|||Released 2008, January|||21mm thickness|||Feature phone|||60MB storage, microSDHC slot|||2.2"|||240x320 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Black|||60MB|||MISSING|||MISSING
ZTE Zmax Pro|||Released 2016, July|||174.9, 8.9mm thickness|||Android 6.0|||32GB storage, microSDXC|||6.0"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 617|||3400|||mAh|||Li-Ion|||1|||Black|||32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-zmax-pro.jpg
ZTE Avid 4G|||Released 2012, December|||148.8g, 11.9mm thickness|||Android 4.0|||4GB storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||MISSING|||1730|||mAh|||Li-Ion|||1|||Black|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-avid-4g.jpg
ZTE Tempo X|||Released 2017, September|||141.8g, 9.1mm thickness|||Android 7.1.1|||8GB storage, microSDHC|||5.0"|||480x854 pixels|||5|||MP|||720p|||1|||GB RAM|||Snapdragon 210|||2200|||mAh|||Li-Ion|||1|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-tempo-x.jpg
ZTE U880E|||Released 2012, September|||141g, 10.8mm thickness|||Android 2.3|||4GB 512MB RAM storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||Marvell PXA920H|||MISSING|||MISSING|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-u880.jpg
ZTE Blade Vec 4G|||Released 2014, November|||7.8mm thickness|||Android 4.4.2|||16GB storage, microSDHC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2300|||mAh|||Li-Ion|||1|||Black|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-vec-4g.jpg
ZTE Grand X View 2|||Released 2017, July|||330g, 9.4mm thickness|||Android 7.1.1|||8GB storage, microSDXC|||8.0"|||800x1280 pixels|||5|||MP|||720p|||1|||GB RAM|||Snapdragon 210|||4620|||mAh|||Li-Ion|||1|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-view2.jpg
ZTE Blade G Lux|||Released 2015, February|||135g, 9.1mm thickness|||Android 4.4.2|||4GB 512MB RAM storage, microSDHC slot|||4.5"|||480x854 pixels|||8|||MP|||Video recorder|||512|||MB RAM|||MT6572|||1850|||mAh|||Li-Ion|||2|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-g-lux.jpg
ZTE Blade G V880G|||Released 2013, April|||140g, 9.2mm thickness|||Android 4.1.2|||4GB storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||Snapdragon S4 Play|||2000|||mAh|||Li-Ion|||1|||Black, Blue|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-blage-g-v880g.jpg
ZTE Voyage 20 Pro|||Released 2021, December 04|||190g, 8.3mm thickness|||Android 11, MyOS 11|||256GB storage, no card slot|||6.67"|||1080x2400 pixels|||64|||MP|||2160p|||8|||GB RAM|||Dimensity 720 5G|||5100|||mAh|||Li-Po|||2|||Black, Aurora|||256GB|||8GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-voyage-20-pro.jpg
ZTE Star 2|||Released 2014, December|||130g, 6.9mm thickness|||Android 4.4|||16GB storage, microSDXC|||5.0"|||1080x1920 pixels|||13|||MP|||2160p|||2|||GB RAM|||Snapdragon 801|||2400|||mAh|||Li-Po|||1|||Black, White|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-star-2.jpg
ZTE Axon 10 Pro 5G|||Released 2019, May|||175g, 7.9mm thickness|||Android 9.0, MiFavor 9.1|||128GB/256GB storage, microSDXC|||6.47"|||1080x2340 pixels|||48|||MP|||2160p|||6-12|||GB RAM|||Snapdragon 855|||4000|||mAh|||Li-Ion|||2|||Blue|||128GB,256GB|||6GB,8GB,12GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-axon-10-pro-5g.jpg
ZTE Skate|||Released 2011, September|||120g, 10.4mm thickness|||Android 2.3|||512MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||MISSING|||1400|||mAh|||Li-Ion|||1|||Black|||512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-skate.jpg
ZTE S30 SE|||Released 2021, April 03|||210g, 9.6mm thickness|||Android 11, MyOS 11|||128GB storage, no card slot|||6.67"|||1080x2400 pixels|||48|||MP|||1080p|||6|||GB RAM|||Dimensity 700 5G|||6000|||mAh|||Li-Po|||2|||Black, Blue|||128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-s30-se.jpg
ZTE Axon 7 mini|||Released 2016, October|||153g, 7.8mm thickness|||Android 6.1, up to 7.1.1, MiFavor 4|||32GB storage, microSDXC|||5.2"|||1080x1920 pixels|||16|||MP|||1080p|||3|||GB RAM|||Snapdragon 617|||2705|||mAh|||Li-Ion|||2|||Ion Gold, Platinum Gray|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-axon-7-mini.jpg
ZTE R220|||Released 2009|||80g, 12.5mm thickness|||Feature phone|||10MB storage, microSDHC slot|||1.8"|||128x160 pixels|||0.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||720|||mAh|||Li-Ion|||1|||Black|||10MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-r220.jpg
ZTE nubia Red Magic 5G|||Released 2020, March 19|||218g, 9.8mm thickness|||Android 10, Redmagic 3.0|||128GB/256GB storage, no card slot|||6.65"|||1080x2340 pixels|||64|||MP|||4320p|||8-16|||GB RAM|||Snapdragon 865 5G|||4500|||mAh|||Li-Po|||2|||Eclipse Black, Hot Rod Red, Black, Mars Red, Cyber Neon, Transparent|||128GB,256GB|||8GB,12GB,16GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-5g.jpg
ZTE Blade L3|||Released 2015, May|||8.6mm thickness|||Android 5.0|||8GB storage, microSDHC|||5.0"|||480x854 pixels|||8|||MP|||Video recorder|||1|||GB RAM|||MT6582M|||2000|||mAh|||Li-Ion|||2|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-l3.jpg
ZTE nubia My Prague|||Released 2015, August|||140g, 5.5mm thickness|||Android 5.2, nubia UI 3|||16GB/32GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||1080p|||2/3|||GB RAM|||Snapdragon 615|||2200|||mAh|||Li-Ion|||2|||White/Silver, White/Gold|||16GB,32GB|||2GB,3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-my-prague.jpg
ZTE Grand X2 In|||Released 2013, Q3|||MISSING|||Android 4.1|||8GB storage, microSDHC|||4.5"|||720x1280 pixels|||8|||MP|||Video recorder|||1|||GB RAM|||Intel Atom Z2580|||2000|||mAh|||Li-Ion|||1|||Blue|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x2.jpg
ZTE Blade V30|||Released 2021, September 01|||193g, 8.9mm thickness|||Android 11|||128GB storage, microSDXC|||6.67"|||1080x2400 pixels|||64|||MP|||1080p|||4|||GB RAM|||Unisoc Tiger T618|||5000|||mAh|||Li-Po|||2|||Black, Blue|||128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v30-.jpg
ZTE Bingo|||Released Exp. release 2010, Q1|||MISSING|||Feature phone|||microSDHC slot|||3.2"|||240x320 pixels|||5|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-bingo.jpg
ZTE Score M|||Released 2012, March|||136g, 13.7mm thickness|||Android 2.3|||4GB storage, microSDHC slot|||3.5"|||320x480 pixels|||3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1500|||mAh|||Li-Ion|||1|||Black|||4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-score-m.jpg
ZTE Blade Q|||Released 2014, January|||140g, 9.8mm thickness|||Android 4.2|||4GB 1GB RAM storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||Video recorder|||1|||GB RAM|||MT6572|||1800|||mAh|||Li-Ion|||1|||Black, White|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-q.jpg
ZTE nubia Z7 Max|||Released 2014, July|||160g, 8.7mm thickness|||Android 4.4.2, nubia UI 2|||32GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||2160p|||2|||GB RAM|||Snapdragon 801|||3100|||mAh|||Li-Ion|||2|||Black, White|||32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z7-max.jpg
ZTE nubia Z17 mini|||Released 2017, April|||155g, 7.5mm thickness|||Android 6.1, nubia UI 4|||64GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||2160p|||4/6|||GB RAM|||Snapdragon 652|||2950|||mAh|||Li-Po|||2|||Elegant Black, Gold Black, Champagne Gold, Red|||64GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z17-mini.jpg
ZTE Grand X Plus Z826|||Released 2014, December|||150g, 9.6mm thickness|||Android 4.4|||8GB storage, microSDHC|||5.0"|||720x1280 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon 400|||2300|||mAh|||Li-Ion|||1|||Black/Silver|||8GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/ZTE-Grand-X-Plus-Z826.jpg
ZTE Axon 11 4G|||Released 2020, June 17|||168g, 7.9mm thickness|||Android 10, MiFavor 10|||128GB storage, microSDXC|||6.47"|||1080x2340 pixels|||48|||MP|||1080p|||6|||GB RAM|||Helio P70|||4000|||mAh|||Li-Ion|||2|||White, Black|||128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-axon-11-5g.jpg
ZTE Blade A7|||Released 2019, May|||146g, 7.9mm thickness|||Android 9.0, MiFavor 9.0|||32GB/64GB storage, microSDXC|||6.09"|||720x1560 pixels|||16|||MP|||720p|||2/3|||GB RAM|||Helio P60|||3200|||mAh|||Li-Ion|||2|||Black, Blue, Black/blue|||32GB,64GB|||2GB,3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a7.jpg
ZTE Grand S Pro|||Released 2014, June|||155.4g, 10.2mm thickness|||Android 4.3|||8GB storage, microSDHC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2300|||mAh|||Li-Ion|||1|||Black/White|||8GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-s-pro.jpg
ZTE Orbit|||Released 2012, September|||136.4g, 10.2mm thickness|||Microsoft Windows Phone 7.5 Tango II|||4GB 512MB RAM storage, no card slot|||4.0"|||480x800 pixels|||5|||MP|||720p|||512|||MB RAM|||MISSING|||1600|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-orbit.jpg
ZTE Kis III V790|||Released 2012, November|||12.6mm thickness|||Android 2.3|||512MB 256MB RAM storage, microSDHC slot|||3.5"|||320x480 pixels|||2|||MP|||Video recorder|||256|||MB RAM|||Snapdragon S1|||1200|||mAh|||Li-Ion|||2|||Black|||512MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-v790.jpg
ZTE V889M|||Released 2012, December|||11.9mm thickness|||Android 4.0|||4GB 512MB RAM storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||MT6577|||1650|||mAh|||Li-Ion|||2|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-v889m.jpg
ZTE nubia Z30 Pro|||Released 2021, May 25|||198g, 8.5mm thickness|||Android 11, nubia UI 9|||256GB/512GB storage, no card slot|||6.67"|||1080x2400 pixels|||64|||MP|||4320p|||8-16|||GB RAM|||Snapdragon 888 5G|||4200|||mAh|||Li-Po|||2|||Silver, Black, Black/Gold|||256GB,512GB|||8GB,12GB,16GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z30-pro.jpg
ZTE Blade V8|||Released 2017, March|||141g, 7.7mm thickness|||Android 7.0, MiFavor 4.2|||16GB/32GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||1080p|||2/3|||GB RAM|||Snapdragon 435|||2730|||mAh|||Li-Ion|||2|||Rose Gold, Silver, Dark Grey, Champagne Gold|||16GB,32GB|||2GB,3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-balde-v8-.jpg
ZTE Hawkeye|||Cancelled|||7.9mm thickness|||Android 7.0|||32GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||3|||GB RAM|||Snapdragon 625|||3000|||mAh|||Li-Ion|||2|||Black|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-hawkeye-.jpg
ZTE V81|||Released 2013, January|||11.1mm thickness|||Android 4.1|||4GB 1GB RAM storage, microSDHC slot|||8.0"|||768x1024 pixels|||2|||MP|||Video recorder|||1|||GB RAM|||Snapdragon S4 Plus|||3700|||mAh|||Li-Ion|||1|||Black|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-v81-new.jpg
ZTE Grand X 3|||Released 2016, January|||170.1g, 9.4mm thickness|||Android 5.1.1|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||8|||MP|||720p|||2|||GB RAM|||Snapdragon 210|||3080|||mAh|||Li-Ion|||1|||Black|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-3.jpg
ZTE Warp 7|||Released 2016, September|||158.8g, 9.1mm thickness|||Android 6.0|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||MISSING|||3000|||mAh|||Li-Po|||1|||Black|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-warp-7.jpg
ZTE Grand Xmax|||Released 2014, October|||171.8g, 7.9mm thickness|||Android 4.4.2|||8GB storage, microSDHC|||6.0"|||720x1280 pixels|||8|||MP|||720p|||1|||GB RAM|||Snapdragon 200|||3200|||mAh|||Li-Ion|||1|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-xmax.jpg
ZTE nubia Z18|||Released 2018, September|||172g, 8.6mm thickness|||Android 8.1, nubia UI 6|||64GB/128GB storage, no card slot|||5.99"|||1080x2160 pixels|||24|||MP|||2160p|||6/8|||GB RAM|||Snapdragon 845|||3450|||mAh|||Li-Po|||2|||Black, Red, Stary Night|||64GB,128GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z18-.jpg
ZTE Blade III Pro|||Released 2013, May|||MISSING|||Android 4.1|||4GB storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||Video recorder|||MISSING|||MISSING|||Snapdragon S4 Play|||1600|||mAh|||Li-Ion|||1|||Black, White|||4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-iii-pro-ofic.jpg
ZTE nubia X6|||Released 2014, April|||215g, 7.9mm thickness|||Android 4.3|||32GB/64GB/128GB storage, microSDHC|||6.44"|||1080x1920 pixels|||13|||MP|||1080p|||2/3|||GB RAM|||MSM8974AB|||4250|||mAh|||Li-Ion|||2|||White, Gold|||32GB,64GB,128GB|||2GB,3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-x6-new.jpg
ZTE Grand X Quad V987|||Released 2013, July|||163g, 8.9mm thickness|||Android 4.1.2|||4GB 1GB RAM storage, microSDHC slot|||5.0"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||MT6589|||2500|||mAh|||Li-Ion|||2|||White|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-quad-v987.jpg
ZTE Blade 11 Prime|||Released 2021, April 27|||190g, 8.7mm thickness|||Android 11|||64GB storage, microSDXC|||6.52"|||720x1600 pixels|||16|||MP|||1080p|||4|||GB RAM|||Helio P22|||4000|||mAh|||Li-Ion|||2|||Sky Blue|||64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-11-prime.jpg
ZTE Nova 4 V8000|||Released 2014, Q1|||11.2mm thickness|||Android 4.0|||4GB 512MB RAM storage, microSDHC slot|||4.0"|||480x800 pixels|||8|||MP|||Video recorder|||512|||MB RAM|||Snapdragon S2|||1900|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nova-35.jpg
ZTE Sonata 4G|||Released 2014, Q1|||11.4mm thickness|||Android|||4GB 1GB RAM storage, microSDXC slot|||4.0"|||480x800 pixels|||5|||MP|||Video recorder|||1|||GB RAM|||Snapdragon 400|||1780|||mAh|||Li-Ion|||1|||Black|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-sonata-4g.jpg
ZTE V5 Lux|||Released 2015, February|||165g, 9mm thickness|||Android 4.4, nubia UI 2.5|||8GB storage, microSDHC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon 410|||2400|||mAh|||Li-Ion|||2|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v5-lux.jpg
ZTE Speed|||Released 2014, December|||136.1g, 10.2mm thickness|||Android 4.4.2|||8GB storage, microSDHC|||4.5"|||540x960 pixels (TBC)|||5|||MP|||Video recorder|||1|||GB RAM|||Snapdragon 410|||2000|||mAh|||Li-Po|||1|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-speed.jpg
ZTE nubia Z5S mini NX405H|||Released 2014, August|||117.9g, 8.6mm thickness|||Android 4.3|||16GB storage, microSDHC|||4.7"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 400|||2000|||mAh|||Li-Ion|||1|||Black, White|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z5s-mini-lte.jpg
ZTE Blade G2|||Released 2013, September|||145g, 9.9mm thickness|||Android 4.2.1|||4GB 512MB RAM storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||MT6589|||2000|||mAh|||Li-Ion|||2|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-g2.jpg
ZTE Warp|||Released 2011, October|||140g, 11mm thickness|||Android 2.3|||4GB 512MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||Video recorder|||512|||MB RAM|||Snapdragon S2|||1600|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/zte-warp.jpg
ZTE nubia M2 Play|||Released 2017, July|||7.9mm thickness|||Android 7.1, nubia UI 5|||32GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||3|||GB RAM|||Snapdragon 435|||3000|||mAh|||Li-Po|||2|||Black, Gold|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-m2-play.jpg
ZTE Axon 30 Pro 5G|||Released 2021, April 26|||186g, 7.9mm thickness|||Android 11, MyOS 11|||128GB/256GB storage, no card slot|||6.67"|||1080x2400 pixels|||64|||MP|||2160p|||6/8|||GB RAM|||Snapdragon 888 5G|||4200|||mAh|||Li-Po|||2|||Black, Pink|||128GB,256GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-axon-30-pro.jpg
ZTE F870|||Released 2009|||100g, 12.6mm thickness|||Feature phone|||microSDHC slot|||3.2"|||240x400 pixels|||5|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1250|||mAh|||Li-Ion|||1|||Black, Red, Brown|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-f870.jpg
ZTE Blade A51|||Released 2021, May 08|||173.7g, 8.5mm thickness|||Android 11|||32GB/64GB storage, microSDXC|||6.52"|||720x1600 pixels|||13|||MP|||1080p|||2|||GB RAM|||Unisoc SC9863A|||3200|||mAh|||Li-Ion|||2|||Blue, Gray|||32GB,64GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a51.jpg
ZTE Blade|||Released 2010, November|||110g, 11.8mm thickness|||Android 2.1, up to 2.2|||512MB RAM storage, microSDHC slot|||3.5"|||480x800 pixels|||3|||MP|||Video recorder|||512|||MB RAM|||Snapdragon S1|||1250|||mAh|||Li-Ion|||1|||Black|||512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/zte-blade-new.jpg
ZTE Axon Lux|||Released 2015, November|||168g, 9.7mm thickness|||Android 5.0.2|||128GB 4GB RAM storage, microSDXC slot|||5.5"|||1440x2560 pixels|||13|||MP|||2160p|||4|||GB RAM|||Snapdragon 810|||3000|||mAh|||Li-Ion|||2|||Ion Gold, Chromium Silver, Phthalo Blue|||128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-axon-lux.jpg
ZTE PF 100|||Cancelled|||MISSING|||Android 4.0|||16GB storage, no card slot|||10.1"|||768x1280 pixels|||5|||MP|||720p|||1|||GB RAM|||Nvidia Tegra 3|||MISSING|||MISSING|||Li-Ion|||1|||Black|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-pf100.jpg
ZTE nubia Red Magic 6|||Released 2021, March 11|||220g, 9.7mm thickness|||Android 11, Redmagic 4.0|||128GB/256GB storage, no card slot|||6.8"|||1080x2400 pixels|||64|||MP|||4320p|||8/12|||GB RAM|||Snapdragon 888 5G|||5050|||mAh|||Li-Po|||2|||Eclipse Black, Aurora|||128GB,256GB|||8GB,12GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-red-magic-6.jpg
ZTE F952|||Released 2009|||100g, 12.6mm thickness|||Feature phone|||microSDHC slot|||3.2"|||240x400 pixels|||5|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1250|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||MISSING
ZTE nubia Z9 Max|||Released 2015, April|||165g, 7.9mm thickness|||Android 5.0.2, nubia UI 2.8|||16GB storage, microSDXC|||5.5"|||1080x1920 pixels|||16|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||2900|||mAh|||Li-Ion|||2|||Black, White|||16GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z9-max.jpg
