model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
LG C3400|||Released 2005, Q1|||93g, 24mm thickness|||Feature phone|||16MB storage, no card slot||| |||128x160 pixels|||0.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Silver|||16MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-c3400.gif
LG Marquee LS855|||Released 2011, October|||112g, 9mm thickness|||Android 2.3|||4GB 512MB RAM storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||720p|||512|||MB RAM|||MISSING|||1500|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-larquee-ls855.jpg
LG Cookie Lite T300|||Released 2010, September|||77g, 11.9mm thickness|||Feature phone|||20MB storage, microSDHC slot|||2.4"|||240x320 pixels|||1.3|||MP|||144p|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Black&Red, White&Organge, Black&Titan Silver, Pink&White|||20MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-wink-t300.jpg
LG L45 Dual X132|||Released 2014|||12mm thickness|||Android 4.4.2|||4GB 512MB RAM storage, microSDHC slot|||3.5"|||320x480 pixels|||5|||MP|||MISSING|||512|||MB RAM|||MISSING|||1540|||mAh|||Li-Ion|||2|||White, Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-l45.jpg
LG B1200|||Released 2002, June|||80g, 25mm thickness|||Feature phone|||No card slot||| |||112x64 pixels, 3 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||650|||mAh|||Li-Ion|||1|||Red, Cobalt Blue, Titaum|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgb1200.gif
LG Rumor Reflex  LN272|||Released 2012, March|||133g, 15.2mm thickness|||Feature phone|||480MB 256MB RAM storage, microSDHC slot|||3.0"|||240x400 pixels|||2|||MP|||480p|||256|||MB RAM|||MISSING|||1000|||mAh|||Li-Ion|||1|||Titan Grey|||480MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-rumor-reflex.jpg
LG KS500|||Released 2009, March|||106g, 14.9mm thickness|||Feature phone|||100MB storage, microSDHC slot|||2.0"|||240x320 pixels|||3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||Black|||100MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-ks500.jpg
LG L Fino|||Released 2014, September|||145g, 11.9mm thickness|||Android 4.4.2, LG UI 3|||4GB 1GB RAM storage, microSDHC slot|||4.5"|||480x800 pixels|||8|||MP|||480p|||1|||GB RAM|||Snapdragon 200|||1900|||mAh|||Li-Ion|||2|||White, Black, Gold, Red, Green|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-l-fino.jpg
LG GB170|||Released 2009, Q3|||76.5g, 13.9mm thickness|||Feature phone|||8MB storage, microSDHC slot|||1.5"|||128x128 pixels|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||Black, Red|||8MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-gb170.jpg
LG Tribute 2|||Released 2015, July|||138.9g, 10.9mm thickness|||Android 5.1|||8GB storage, microSDHC|||4.5"|||480x854 pixels|||5|||MP|||1080p|||1|||GB RAM|||Snapdragon 410|||1900|||mAh|||Li-Ion|||1|||BLue|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-tribute-2.jpg
LG KU800|||Released 2006, September|||98g, 17mm thickness|||Feature phone|||64MB storage, microSD slot|||1.5"|||240x320 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1050|||mAh|||Li-Ion|||1|||Black|||64MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-ku800.gif
LG C1200|||Released 2004, Q1|||81g, 22mm thickness|||Feature phone|||1MB storage, no card slot||| |||128x160 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||760|||mAh|||Li-Ion|||1|||MISSING|||1MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgc1200.gif
LG GW880|||Released 2010, March|||150g, 12.9mm thickness|||Android-based OPhone OS|||512MB 256MB RAM storage, microSDHC slot|||3.5"|||480x800 pixels|||5|||MP|||Video recorder|||256|||MB RAM|||MISSING|||1500|||mAh|||Li-Ion|||1|||Black|||512MB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-gw880.jpg
LG KP235|||Released 2008|||81g, 17.9mm thickness|||Feature phone|||5MB storage, no card slot|||1.7"|||128x160 pixels|||0.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||830|||mAh|||Li-Ion|||1|||MISSING|||5MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kp235.jpg
LG W41 Pro|||Released 2021, March 03|||201g, 9.3mm thickness|||Android 10|||128GB storage, microSDXC|||6.55"|||900x1600 pixels|||48|||MP|||1080p|||6|||GB RAM|||Helio G35|||5000|||mAh|||Li-Po|||2|||Magic Blue, Laser Blue|||128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-w41-pro.jpg
LG Q7|||Released 2018, June|||145g, 8.4mm thickness|||Android 8.1, up to Android 9.0|||32GB/64GB storage, microSDXC|||5.5"|||1080x2160 pixels|||16|||MP|||1080p|||3/4|||GB RAM|||MT6750S|||3000|||mAh|||Li-Po|||2|||Aurora Black, Moroccan Blue, Lavender Violet|||32GB,64GB|||3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-q7-.jpg
LG A390|||Released 2013|||92g, 13.2mm thickness|||Feature phone|||40MB storage, microSDHC slot|||2.2"|||240x320 pixels|||1.3|||MP|||Video recorder|||MISSING|||MISSING|||MT6255|||1700|||mAh|||Li-Ion|||2|||Black|||40MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-a390.jpg
LG Optimus G E975|||Released 2012, November|||145g, 8.5mm thickness|||Android 4.1.2, upgradаble to 4.4.2|||32GB storage, no card slot|||4.7"|||768x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon S4 Pro|||2100|||mAh|||Li-Po|||1|||Black, White|||2GB,32GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-g-e973-black.jpg
LG US760 Genesis|||Released 2011, June|||170g, 17mm thickness|||Android 2.2|||430MB storage, microSDHC slot|||3.5"|||480x800 pixels|||5|||MP|||Video recorder|||MISSING|||MISSING|||Snapdragon S1|||1500|||mAh|||Li-Ion|||1|||Black|||430MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-us760-genesis.jpg
LG K71|||Released 2020, September 21|||220g, 8.7mm thickness|||Android 10|||128GB storage, microSDXC|||6.8"|||1080x2460 pixels|||48|||MP|||1080p|||4|||GB RAM|||Helio P35|||4000|||mAh|||Li-Po|||1|||White|||128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-stylo6.jpg
LG GX300|||Released 2010, July|||104g, 12.8mm thickness|||Feature phone|||30MB storage, microSDHC slot|||2.2"|||176x220 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1500|||mAh|||Li-Po|||2|||Black|||30MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-gx300-ofic.jpg
LG C365|||Released 2011|||102g, 12.9mm thickness|||Feature phone|||78MB storage, microSDHC slot|||2.3"|||320x240 pixels|||2|||MP|||144p|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||Black|||78MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-c365.jpg
LG A270|||Released 2011|||65.8g, 14.6mm thickness|||Feature phone|||4MB storage, miniSD slot|||1.45"|||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||Black|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-a270.jpg
LG Optimus Net|||Released 2011, July|||129.2g, 12.1mm thickness|||Android 2.3.3|||512MB 512MB RAM storage, microSDHC slot|||3.2"|||320x480 pixels|||3|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1500|||mAh|||Li-Ion|||1|||Black|||512MB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-net.jpg
LG G7 Fit|||Released 2018, November|||156g, 8mm thickness|||Android 8.1|||32GB/64GB storage, microSDXC|||6.1"|||1440x3120 pixels|||16|||MP|||2160p|||4|||GB RAM|||Snapdragon 821|||3000|||mAh|||Li-Ion|||2|||New Aurora Black, New Platinum Gray|||32GB,64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-g7-fit.jpg
LG GD550 Pure|||Released 2010, August|||132g, 12.4mm thickness|||Feature phone|||60MB storage, microSDHC slot|||2.4"|||240x320 pixels|||5|||MP|||480p|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Black|||60MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-gd550.jpg
LG G1600|||Released 2004, Q2|||83g, 17mm thickness|||Feature phone|||1.1MB storage, no card slot||| |||128x128 pixels, 8 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||MISSING|||1MB|||1MB|||https://fdn2.gsmarena.com/vv/bigpic/lgg1600.gif
LG C3100|||Released 2004, Q2|||85g, 17.9mm thickness|||Feature phone|||1MB storage, no card slot||| |||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1200|||mAh|||Li-Ion|||1|||DarkBlue, WineRed|||1MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgc3100.gif
LG Optimus Vu II|||Cancelled|||159g, 9.4mm thickness|||Android 4.0.4|||16GB storage, microSDHC|||5.0"|||768x1024 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon S4 Plus|||2150|||mAh|||Li-Ion|||1|||Black, White, Pink|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-vu-ii-.jpg
LG Optimus L5 E610|||Released 2012, June|||125g, 9.5mm thickness|||Android 4.0|||4GB storage, microSDHC slot|||4.0"|||320x480 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1500|||mAh|||Li-Ion|||1|||Black, White|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-l5-new.jpg
LG T370 Cookie Smart|||Released 2012, July|||95.6g, 10.7mm thickness|||Feature phone|||50MB 128MB ROM 64MB RAM storage, microSDHC slot|||3.2"|||240x320 pixels|||2|||MP|||144p|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||2|||Black, White, Red|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-cookie-smart-t370.jpg
LG L65 D280|||Released 2014, June|||127g, 9.5mm thickness|||Android 4.4.2, LG UI 3|||4GB 1GB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||480p|||1|||GB RAM|||Snapdragon 200|||2100|||mAh|||Li-Ion|||1|||White, Black|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-l65.jpg
LG Optimus L1 II Tri E475|||Released 2014, February|||104.6g, 13.3mm thickness|||Android 4.1.2|||4GB 512MB RAM storage, microSDHC slot|||3.0"|||240x320 pixels|||2|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1540|||mAh|||Li-Ion|||1|||Black, White, Pink|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-e475-tri-l1-ii.jpg
LG Jil Sander Mobile|||Released 2011, October|||11.9mm thickness|||Microsoft Windows Phone 7.5 Mango|||16GB storage, no card slot|||3.8"|||480x800 pixels|||5|||MP|||720p|||MISSING|||MISSING|||Snapdragon S1|||1500|||mAh|||Li-Ion|||1|||Black|||16GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-jil-sander-mobile-lg-e906-16gb.jpg
LG Zone 4|||Released 2018, March|||140.3g, 7.9mm thickness|||Android 7.1.2|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon 425|||2500|||mAh|||Li-Ion|||1|||Moroccan Blue|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg
LG Optimus F6|||Released 2013, September|||126g, 10.2mm thickness|||Android 4.1.2, LG Optimus UI 4|||4GB/8GB storage, microSDHC|||4.5"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2460|||mAh|||Li-Ion|||1|||Black, White|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-f6-indigo-black.jpg
LG L60 Dual|||Released 2014, August|||12mm thickness|||Android 4.4.2|||4GB 512MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||480p|||512|||MB RAM|||MISSING|||1700|||mAh|||Li-Ion|||2|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-l60-dual.jpg
LG LG-500|||Released 2002|||90g, 20mm thickness|||Feature phone|||No card slot||| |||128x90 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||600|||mAh|||Li-Ion|||1|||MISSING|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg500.gif
LG F2410|||Released 2005, Q2|||91g, 23.9mm thickness|||Feature phone|||4.5MB storage, no card slot||| |||128x160 pixels|||0.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||MISSING|||4MB|||5MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-f2410.gif
LG V10|||Released 2015, October|||192g, 8.6mm thickness|||Android 5.1.1, up to 7.0|||32GB/64GB storage, microSDXC|||5.7"|||1440x2560 pixels|||16|||MP|||2160p|||4|||GB RAM|||Snapdragon 808|||3000|||mAh|||Li-Ion|||2|||Space Black, Luxe White, Modern Beige, Ocean Blue, Opal Blue|||32GB,64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-v10-new1.jpg
LG KH3900 Joypop|||Released 2010, June|||108g, 14.6mm thickness|||Feature phone|||190MB storage, microSDHC slot|||2.8"|||240x400 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Hot pink, white|||190MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-joypop.jpg
LG Q31|||Released 2020, September 25|||145g, 8.7mm thickness|||Android 10|||32GB storage, microSDXC|||5.7"|||720x1520 pixels|||13|||MP|||1080p|||3|||GB RAM|||Helio P22|||3000|||mAh|||Li-Ion|||1|||Silver|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-q31.jpg
LG G3 S Dual|||Released 2014, August|||10.3mm thickness|||Android 4.4.2|||8GB storage, microSDXC|||5.0"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2540|||mAh|||Li-Ion|||2|||Metallic Black, Silk White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-g3-s.jpg
LG KG225|||Released 2006, April|||70g, 22.2mm thickness|||Feature phone|||No card slot||| |||128x128 pixels|||0.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||1100|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kg225.gif
LG KF311|||Released 2009|||95g, 16.8mm thickness|||Feature phone|||45MB storage, microSD slot|||2.0"|||176x220 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Grey|||45MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kf311.jpg
LG C2100|||Released 2005, Q1|||90g, 24mm thickness|||Feature phone|||1MB storage, no card slot||| |||128x160 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||MISSING|||1MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-c2100.gif
LG S5300|||Released 2006, February|||92g, 21.7mm thickness|||Feature phone|||64MB storage, no card slot|||1.8"|||176x220 pixels|||1.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1440|||mAh|||Li-Ion|||1|||Black|||64MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-s5300.gif
LG W5200|||Released 2002, Q3|||80g, 20mm thickness|||Feature phone|||No card slot||| |||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||780|||mAh|||Li-Po|||1|||MISSING|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgw5200.gif
LG Watch Urbane LTE|||Released 2015, March|||45 g (3G)/ 115 g (LTE)|||Proprietary OS|||4GB 1GB RAM storage, no card slot|||1.3"|||320x320 pixels|||MISSING|||MISSING|||No video recorder|||1|||GB RAM|||Snapdragon 400|||700|||mAh|||Li-Ion|||1|||Silver|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-watch-urbane-lte.jpg
LG G7200|||Released 2004, Q1|||116g, 26.5mm thickness|||Feature phone|||No card slot||| |||176x220 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||850|||mAh|||Li-Ion|||1|||MISSING|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgg7200.gif
LG Wine Smart|||Released 2015, September|||143g, 16.6mm thickness|||Android 5.1.1|||4GB 1GB RAM storage, microSDXC slot|||3.2"|||320x480 pixels|||3|||MP|||Video recorder|||1|||GB RAM|||MISSING|||1700|||mAh|||Li-Ion|||1|||Navy, Burgundy|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-wine.jpg
LG V40 ThinQ|||Released 2018, October 16|||169g, 7.6mm thickness|||Android 8.1, up to Android 10|||64GB/128GB storage, microSDXC|||6.4"|||1440x3120 pixels|||16|||MP|||2160p|||6|||GB RAM|||Snapdragon 845|||3300|||mAh|||Li-Po|||2|||New Platinum Gray, Carmine Red, New Aurora Black, New Moroccan Blue|||64GB,128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-v40-carmine-red.jpg
LG Optimus 2X SU660|||Released 2011, January|||139g, 10.9mm thickness|||Android 2.2, 2.3, up to 4.0|||8GB storage, microSDHC|||4.0"|||480x800 pixels|||8|||MP|||1080p|||512|||MB RAM|||Nvidia Tegra 2 AP20H|||1500|||mAh|||Li-Ion|||1|||Black, white|||8GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-2x-su660.jpg
LG K20 plus|||Released 2016, December|||140g, 7.9mm thickness|||Android 7.0|||16GB/32GB storage, microSDXC|||5.3"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 425|||2700|||mAh|||Li-Ion|||1|||Black|||16GB,32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-k20-plus.jpg
LG KG210|||Released 2006, April|||85g, 21.7mm thickness|||Feature phone|||2MB storage, no card slot||| |||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||830|||mAh|||Li-Ion|||1|||Black|||2MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kg210.gif
LG K62|||Released 2020, November 27|||186g, 8.4mm thickness|||Android 10|||64GB/128GB storage, microSDXC|||6.6"|||720x1600 pixels|||48|||MP|||1080p|||4|||GB RAM|||Helio P35|||4000|||mAh|||Li-Po|||2|||White, Sky Blue, Red|||64GB,128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-k62.jpg
LG Optimus Zone VS410|||Released 2013, June|||110g, 11.9mm thickness|||Android 2.3.6|||4GB 512MB RAM storage, microSDHC slot|||3.2"|||240x320 pixels|||3|||MP|||Video recorder|||512|||MB RAM|||MISSING|||1540|||mAh|||Li-Ion|||1|||Black|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-zone-vs410pp.jpg
LG A130|||Released 2010, September|||86g, 16.9mm thickness|||Feature phone|||5MB storage, microSD slot|||2.0"|||176x220 pixels|||0.3|||MP|||144p|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Silver, Black|||5MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-a130-ofic.jpg
LG Leon|||Released 2015, April|||140g, 10.9mm thickness|||Android 5.0.1|||8GB storage, microSDHC|||4.5"|||480x854 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 410|||1900|||mAh|||Li-Ion|||2|||Titan, Gold|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-leon.jpg
LG G1700|||Released 2004, Q4|||80g, 22mm thickness|||Feature phone|||No card slot|||1.6"|||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||700|||mAh|||Li-Ion|||1|||MISSING|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgg1700.gif
LG Optimus L1 II E410|||Released 2013, April|||105g, 12.2mm thickness|||Android 4.1.2|||4GB storage, microSDHC slot|||3.0"|||240x320 pixels|||2|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1540|||mAh|||Li-Ion|||1|||Black, White|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-l1-ii.jpg
LG U960|||Released 2007, Q3|||123g, 19.7mm thickness|||Feature phone|||45MB storage, microSD slot|||2.2"|||240x320 pixels|||2|||MP|||240p|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Black|||45MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-u960.gif
LG GU292|||Released 2010, June|||105.2g, 16.3mm thickness|||Feature phone|||100MB storage, microSDHC slot|||2.0"|||176x220 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Black, Silver|||100MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/LG_GU292.jpg
LG X cam|||Released 2016, June|||118g, 6.9mm thickness|||Android 6.0|||16GB storage, microSDXC|||5.2"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6753|||2520|||mAh|||Li-Ion|||2|||Titan Silver, White, Gold, Pink Gold|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-x-cam-k580.jpg
LG KF700|||Released 2008, June|||107g, 14.5mm thickness|||Feature phone|||90MB storage, microSDHC slot|||3.0"|||240x480 pixels|||3|||MP|||240p|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Black|||90MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kf700.jpg
LG KG320|||Released 2006, March|||70g, 9.9mm thickness|||Feature phone|||128MB storage, no card slot|||1.8"|||176x220 pixels|||1.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Black|||128MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kg320.gif
LG GM210|||Released 2009, July|||100g, 15.8mm thickness|||Feature phone|||50MB storage, microSDHC slot|||2.0"|||240x320 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||800|||mAh|||Li-Po|||1|||Black|||50MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-gm210.jpg
LG GB109|||Released 2009, September|||92g, 14.6mm thickness|||Feature phone|||1MB storage, no card slot|||1.5"|||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||Black|||1MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-gb109.jpg
LG EGO T500|||Released 2011, June|||86g, 12mm thickness|||Feature phone|||50MB storage, microSDHC slot|||2.8"|||240x320 pixels|||2|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||1280|||mAh|||Li-Ion|||1|||White, Black, Red, Pink|||50MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/LG-EGO-Wi-Fi.jpg
LG F2100|||Released 2004, Q3|||90g, 23mm thickness|||Feature phone|||4MB storage, no card slot||| |||128x160 pixels, 7 lines|||0.3|||MP|||No video recorder|||MISSING|||MISSING|||MISSING|||800|||mAh|||Li-Ion|||1|||MISSING|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lgf2100.gif
LG G Pad II 8.3 LTE|||Released 2015, December|||366g, 8.8mm thickness|||Android 5.1.1|||16GB storage, microSDXC|||8.3"|||1200x1920 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon 615|||4800|||mAh|||Li-Po|||1|||Brown Gold, Black|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-g-pad-ii-8.jpg
LG KU2100|||Released 2010, March|||121g, 12.9mm thickness|||Microsoft Windows Mobile 6.5 Professional|||microSDHC slot|||3.0"|||240x400 pixels|||5|||MP|||Video recorder|||MISSING|||MISSING|||MSM7201A|||1500|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-su210-ku2100-lu2100.jpg
LG L Prime|||Released 2014, November|||10.7mm thickness|||Android 4.4.2|||8GB storage, microSDHC|||5.0"|||480x854 pixels|||8|||MP|||720p|||1|||GB RAM|||MISSING|||2460|||mAh|||Li-Ion|||2|||White, Titanium, Gold|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-l-prime-d337.jpg
LG Optimus 4G LTE P935|||Released 2011, November|||135g, 10.5mm thickness|||Android 2.3, up to 4.0|||2GB 1GB RAM storage, microSDHC slot|||4.5"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon S3|||1830|||mAh|||Li-Ion|||1|||Black|||2GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-4g-lte.jpg
LG KP210|||Released 2008|||80g, 18mm thickness|||Feature phone|||No card slot|||1.0"|||128x160 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Silver|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-kp210.jpg
LG Optimus L7 II P710|||Released 2013, March|||118g, 9.7mm thickness|||Android 4.1.2, up to 4.4.2|||4GB 768MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||8|||MP|||480p|||768|||MB RAM|||Snapdragon S4 Play|||2460|||mAh|||Li-Ion|||1|||Black, White|||4GB|||768MB|||https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-l7-ii.jpg
LG KU385|||Released 2007, October|||95g, 17.9mm thickness|||Feature phone|||60MB storage, microSD slot|||1.9"|||176x220 pixels|||1.3|||MP|||144p|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Blue, Brown|||60MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/lg-ku385.jpg
