model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
Nokia 1280|||Released 2010, March|||81.9g, 15.3mm thickness|||Feature phone|||No card slot|||1.36"|||96x68 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||800|||mAh|||Li-Ion|||1|||Black, Gray, Blue, Orchid|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-1280.jpg
Nokia C3-01 Touch and Type|||Released 2010, October|||100g, 11mm thickness|||Feature phone|||30MB 64MB RAM 128MB ROM storage, microSDHC slot|||2.4"|||240x320 pixels|||5|||MP|||480p|||64|||MB RAM|||MISSING|||1050|||mAh|||Li-Ion|||1|||Silver, Warm grey, Golden khaki|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/Nokia-C3-Touch-and-Type.jpg
Nokia 6|||Released 2017, January 19|||169g, 7.9mm thickness|||Android 7.1.1, up to Android 9.0|||32GB/64GB storage, microSDXC|||5.5"|||1080x1920 pixels|||16|||MP|||1080p|||3/4|||GB RAM|||Snapdragon 430|||3000|||mAh|||Li-Ion|||2|||Arte Black, Matte Black, Tempered Blue, Silver, Copper|||32GB,64GB|||3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6.jpg
Nokia 603|||Released 2011, October|||109.6g, 12.7mm thickness|||Symbian Belle, up to Belle FP1|||2GB storage, microSDHC slot|||3.5"|||360x640 pixels|||5|||MP|||720p|||512|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Black, white (front panel)/ black, white, fuchsia, green, yellow, blue (back panel)|||512MB,1GB,2GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-603-ofic.jpg
Nokia 5.3|||Released 2020, April 02|||185g, 8.5mm thickness|||Android 10, up to Android 11, Android One|||64GB storage, microSDXC|||6.55"|||720x1600 pixels|||13|||MP|||2160p|||3-6|||GB RAM|||Snapdragon 665|||4000|||mAh|||Li-Po|||2|||Cyan, Sand, Charcoal|||64GB|||3GB,4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-53.jpg
Nokia 3510i|||Released 2002, Q4|||106g, 17mm thickness|||Feature phone|||No card slot||| |||96x65 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||950|||mAh|||Li-Ion|||1|||Xpress-on covers|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no3510i.gif
Nokia 2100|||Released 2003, Q1|||85g, 20mm thickness|||Feature phone|||No card slot||| |||96x65 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||720|||mAh|||Li-Ion|||1|||3 (Yellow, Green, and Grey) + Xpress-on covers|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no2100.gif
Nokia 6110 Navigator|||Released 2007, February|||125g, 20mm thickness|||Symbian 9.2, S60 rel. 3.1|||40MB 128MB RAM storage, microSDHC slot|||2.2"|||240x320 pixels|||2|||MP|||240p|||128|||MB RAM|||MISSING|||900|||mAh|||Li-Po|||1|||White, Black|||40MB|||128MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6110navi.gif
Nokia 1600|||Released 2005, June|||85g, 17mm thickness|||Feature phone|||4MB storage, no card slot|||1.4"|||96x68 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Xpress-on covers|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-1600.gif
Nokia 5610 XpressMusic|||Released 2007, October|||111g, 17mm thickness|||Feature phone|||20MB storage, microSDHC slot|||2.2"|||240x320 pixels|||3|||MP|||480p|||MISSING|||MISSING|||MISSING|||900|||mAh|||Li-Ion|||1|||Red, Blue|||20MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-5610.gif
Nokia 2652|||Released 2005, Sep|||96g, 23mm thickness|||Feature phone|||1MB storage, no card slot||| |||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||760|||mAh|||Li-Ion|||1|||Cell and Fleur motifs|||1MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-2652.gif
Nokia 5310 (2020)|||Released 2020, April 02|||88.2g, 13.1mm thickness|||Feature phone|||16MB 8MB RAM storage, microSDHC slot|||2.4"|||240x320 pixels|||0.2|||MP|||MISSING|||8|||MB RAM|||MT6260A|||1200|||mAh|||Li-Ion|||2|||White/Red, Black/Red|||16MB|||8MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-5310.jpg
Nokia 7 plus|||Released 2018, April 30|||183g, 8mm thickness|||Android 8.1, up to Android 10, Android One|||64GB storage, microSDXC|||6.0"|||1080x2160 pixels|||13|||MP|||2160p|||4/6|||GB RAM|||Snapdragon 660|||3800|||mAh|||Li-Ion|||2|||Black/Copper, White/Copper|||64GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-7-plus-.jpg
Nokia 5330 Mobile TV Edition|||Released 2010, May|||113g, 14mm thickness|||Feature phone|||70MB storage, microSDHC slot|||2.4"|||240x320 pixels|||3|||MP|||240p|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Glossy Black, Glossy White|||70MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-5330-mobile-tv.jpg
Nokia 6020|||Released 2004, Q4|||90g, 20mm thickness|||Feature phone|||3.5MB storage, no card slot|||1.5"|||128x128 pixels, 5 lines|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||760|||mAh|||Li-Ion|||1|||Graphite|||3MB|||5MB|||https://fdn2.gsmarena.com/vv/bigpic/no6020.gif
Nokia 600|||Cancelled|||100g, 13mm thickness|||Symbian Belle OS|||2GB storage, microSDHC slot|||3.2"|||360x640 pixels|||5|||MP|||720p|||MISSING|||MISSING|||MISSING|||1200|||mAh|||Li-Ion|||1|||Black, White, Pink and Lime|||2GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-600.jpg
Nokia 100|||Released 2011, November|||69.6g, 14.9mm thickness|||Feature phone|||No card slot|||1.8"|||128x160 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||850|||mAh|||Li-Ion|||1|||Legion Blue, Festival  Pink, Ocean Blue Phantom Black, Coral Red|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-100.jpg
Nokia 110 (2019)|||Released 2019, September|||75g, 14.3mm thickness|||Feature phone|||4MB storage, microSDHC slot|||1.77"|||120x160 pixels|||0.1|||MP|||MISSING|||MISSING|||MISSING|||MISSING|||800|||mAh|||Li-Ion|||2|||Ocean Blue, Pink, Black|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-110-2019.jpg
Nokia 8|||Released 2017, September 07|||160g, 7.9mm thickness|||Android 7.1.1, up to Android 9.0|||64GB/128GB storage, microSDXC|||5.3"|||1440x2560 pixels|||13|||MP|||2160p|||4/6|||GB RAM|||Snapdragon 835|||3090|||mAh|||Li-Ion|||2|||Tempered Blue, Polished Blue, Steel, Polished Copper|||64GB,128GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-8-.jpg
Nokia Lumia 530|||Released 2014, August|||129g, 11.7mm thickness|||Microsoft Windows Phone 8.1|||4GB 512MB RAM storage, microSDXC slot|||4.0"|||480x854 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon 200|||1430|||mAh|||Li-Ion|||1|||Bright orange, Bright green, White, Dark grey|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-530.jpg
Nokia 3650|||Released 2003, Q1|||130g, 26mm thickness|||Symbian 6.1, Series 60 v1.0 UI|||4MB storage, MMC slot|||2.1"|||176x208 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||850|||mAh|||Li-Ion|||1|||Dark Blue, Grey and Yellow|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no3650.gif
Nokia X10|||Released 2021, June 07|||210g, 9.1mm thickness|||Android 11, up to Android 12|||64GB/128GB storage, microSDXC|||6.67"|||1080x2400 pixels|||48|||MP|||1080p|||4/6|||GB RAM|||Snapdragon 480 5G|||4470|||mAh|||Li-Po|||2|||Forest, Snow|||64GB,128GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-x10.jpg
Nokia 3.1 C|||Released 2019, June|||156g, 9.4mm thickness|||Android 9.0|||32GB storage, microSDXC|||5.45"|||720x1440 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon 429|||2990|||mAh|||Li-Ion|||1|||White|||32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-31-c.jpg
Nokia Lumia 710|||Released 2011, December|||125.5g, 12.5mm thickness|||Microsoft Windows Phone 7.5 Mango|||8GB storage, no card slot|||3.7"|||480x800 pixels|||5|||MP|||720p|||512|||MB RAM|||Snapdragon S2|||1300|||mAh|||Li-Ion|||1|||Black, White (front)/ black, white, cyan, fuchsia, yellow (back)|||8GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-710.jpg
Nokia 215 Dual SIM|||Released 2015, February|||78.6g, 12.9mm thickness|||Feature phone|||8MB RAM storage, microSDHC slot|||2.4"|||240x320 pixels|||0.3|||MP|||240p|||MISSING|||MISSING|||MISSING|||1100|||mAh|||Li-Ion|||2|||Black, White, Green|||8MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-215-ds.jpg
Nokia X2-01|||Released 2011, January|||107.5g, 14.3mm thickness|||Feature phone|||55MB 64MB RAM 128MB ROM storage, microSDHC slot|||2.4"|||320x240 pixels|||0.3|||MP|||240p|||64|||MB RAM|||MISSING|||1020|||mAh|||Li-Ion|||1|||Red, DeepGrey, Silver, Lilac, Azure|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-x2-01-ofic.jpg
Nokia 1650|||Released 2008, January|||80g, 17.8mm thickness|||Feature phone|||8MB storage, no card slot|||1.8"|||128x160 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1020|||mAh|||Li-Ion|||1|||Metallic Red, Metallic Black|||8MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-1650.gif
Nokia 6.1 Plus (Nokia X6)|||Released 2018, August 21|||151g, 8mm thickness|||Android 8.1, up to Android 10, Android One|||32GB/64GB storage, microSDXC|||5.8"|||1080x2280 pixels|||16|||MP|||2160p|||4/6|||GB RAM|||Snapdragon 636|||3060|||mAh|||Li-Ion|||2|||Black, Blue, White|||32GB,64GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-61-plus.jpg
Nokia 6600 fold|||Released 2008, August|||110g, 15.9mm thickness|||Feature phone|||18MB storage, microSDHC slot|||2.13"|||240x320 pixels|||2|||MP|||480p|||MISSING|||MISSING|||MISSING|||860|||mAh|||Li-Ion|||1|||Mysterious black, Sophisticated purple|||18MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6600fold.jpg
Nokia 6234|||Released 2005, Q4|||110g, 18mm thickness|||Feature phone|||6MB storage, microSD slot|||2.0"|||240x320 pixels|||2|||MP|||480p|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Silver|||6MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6234.gif
Nokia N1|||Released 2015, January|||318g, 6.9mm thickness|||Android 5.0, up to 5.1.1|||32GB storage, no card slot|||7.9"|||1536x2048 pixels|||8|||MP|||1080p|||2|||GB RAM|||Intel Atom Z3580|||5300|||mAh|||Li-Ion|||1|||Natural Aluminum, Lava Gray|||32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-n1.jpg
Nokia 6103|||Released 2006, Q1|||97g, 24mm thickness|||Feature phone|||4.2MB storage, no card slot|||1.8"|||128x160 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||820|||mAh|||Li-Ion|||1|||Black, Red|||4MB|||2MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6103.gif
Nokia 5100|||Released 2003, Q1|||104g, 22mm thickness|||Feature phone|||725 KB storage, no card slot|||1.5"|||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||760|||mAh|||Li-Ion|||1|||Xpress-on covers|||725KB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no5100.gif
Nokia Oro|||Released 2011, August|||132g, 12.2mm thickness|||Symbian Anna OS|||8GB storage, microSDHC|||3.5"|||360x640 pixels|||8|||MP|||720p|||256|||MB RAM|||MISSING|||1200|||mAh|||Li-Ion|||1|||Nokia Oro Light, Nokia Oro Dark|||8GB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-oro.jpg
Nokia N75|||Released 2006, September|||123.5g, 20mm thickness|||Symbian OS 9.1, S60 rel. 3.0u|||40MB 64MB RAM storage, microSD slot|||2.4"|||240x320 pixels|||2|||MP|||144p|||64|||MB RAM|||MISSING|||800|||mAh|||Li-Ion|||1|||Chocolate Black|||40MB|||64MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-n75.gif
Nokia 8855|||Released 2002, Q1|||98g, 21mm thickness|||Feature phone|||No card slot||| |||5 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||MISSING
Nokia C3 (2010)|||Released 2010, June|||114g, 13.6mm thickness|||Feature phone|||55MB 64MB RAM 128MB ROM storage, microSDHC slot|||2.4"|||320x240 pixels|||2|||MP|||144p|||64|||MB RAM|||MISSING|||1320|||mAh|||Li-Ion|||1|||Slate Grey, Golden White, Hot Pink, Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-c3-ofic.jpg
Nokia 5250|||Released 2010, September|||107g, 14mm thickness|||Symbian, S60 rel. 5|||51MB storage, microSDHC slot|||2.8"|||360x640 pixels|||2|||MP|||480p|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Dark Grey, Blue, Red, Purple, White|||51MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-5250.jpg
Nokia 105 (2017)|||Released 2017, August|||73g, 14.4mm thickness|||Feature phone|||4MB 4MB RAM storage, no card slot|||1.8"|||120x160 pixels|||MISSING|||MISSING|||No video recorder|||4|||MB RAM|||MISSING|||800|||mAh|||Li-Ion|||2|||Black, Blue, White|||4MB|||4MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2017.jpg
Nokia 3410|||Released 2002|||114g, 22.5mm thickness|||Feature phone|||No card slot||| |||96x65 pixels, 6 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||825|||mAh|||Li-Ion|||1|||Xpress-on front and back covers|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no3410.gif
Nokia 6085|||Released 2006, September|||84g, 23mm thickness|||Feature phone|||4MB storage, microSD slot|||1.8"|||128x160 pixels|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||970|||mAh|||Li-Ion|||1|||MISSING|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6085.gif
Nokia X1-01|||Released 2011, June|||91.1g, 16mm thickness|||Feature phone|||microSDHC slot|||1.8"|||128x160 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1320|||mAh|||Li-Ion|||2|||Red, Dark Grey, Ocean Blue, Orange, White|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-x1-01.jpg
Nokia 5320 XpressMusic|||Released 2008, July|||90g, 15mm thickness|||Symbian OS 9.3, S60 rel. 3.2|||140MB storage, microSDHC slot|||2.0"|||240x320 pixels|||2|||MP|||240p|||MISSING|||MISSING|||MISSING|||890|||mAh|||Li-Ion|||1|||Blue, Red|||140MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-5320.jpg
Nokia 105|||Released 2013, May|||70g, 14.3mm thickness|||Feature phone|||8MB 384 kB storage, no card slot|||1.45"|||128x128 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||800|||mAh|||Li-Ion|||1|||Black, Cyan|||8MB|||384KB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-105.jpg
Nokia 701|||Released 2011, September|||131g, 11mm thickness|||Symbian Belle, up to Belle FP1|||8GB storage, microSDHC|||3.5"|||360x640 pixels|||8|||MP|||720p|||512|||MB RAM|||MISSING|||1300|||mAh|||Li-Ion|||1|||Steel dark, silver light, amethyst violet, white|||8GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-701.jpg
Nokia N97 mini|||Released 2009, November|||138g, 14.2mm thickness|||Symbian 9.4, Series 60 rel. 5|||8GB storage, microSDHC|||3.2"|||360x640 pixels|||5|||MP|||480p|||128|||MB RAM|||MISSING|||1200|||mAh|||Li-Ion|||1|||Gold, Cherry Black, Garnet, White|||8GB|||128MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-n97-mini.jpg
Nokia 230|||Released 2015, December|||91.8g, 10.9mm thickness|||Feature phone|||16MB RAM storage, microSDHC slot|||2.8"|||240x320 pixels|||2|||MP|||MISSING|||16|||MB RAM|||MISSING|||1200|||mAh|||Li-Ion|||1|||Black, White, Dark Blue, Light Gray|||16MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-230-.jpg
Nokia T7|||Released 2011, Q3|||134, 12.8mm thickness|||Symbian^3, up to Nokia Belle OS|||290MB 256MB RAM 1GB ROM storage, microSDHC slot|||3.5"|||360x640 pixels|||8|||MP|||720p|||256|||MB RAM|||MISSING|||1200|||mAh|||Li-Ion|||1|||Black, Lime|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-t7-00-ofic.jpg
Nokia 1|||Released 2018, April|||131g, 9.5mm thickness|||Android 8.1 Oreo|||8GB storage, microSDXC|||4.5"|||480x854 pixels|||5|||MP|||480p|||1|||GB RAM|||MT6737M|||2150|||mAh|||Li-Ion|||2|||Warm Red, Dark Blue|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-1-.jpg
Nokia 1200|||Released 2007, May|||77g, 17.5mm thickness|||Feature phone|||4MB storage, no card slot|||1.5"|||96x68 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||700|||mAh|||Li-Ion|||1|||Blue, Black|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-1200.gif
Nokia 6120 classic|||Released 2007, April|||89g, 15mm thickness|||Symbian 9.2, S60 rel. 3.1|||32MB 64MB RAM 128MB ROM storage, microSDHC slot|||2.0"|||240x320 pixels|||2|||MP|||240p|||64|||MB RAM|||MISSING|||890|||mAh|||Li-Ion|||1|||Black, Pearl White|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6120.gif
Nokia N800|||Released 2007, Q2|||206g, 13mm thickness|||Internet Tablet OS 2007 edition|||128MB RAM storage, microSD slot|||4.13"|||480x800 pixels|||0.1|||MP|||288p|||128|||MB RAM|||MISSING|||MISSING|||MISSING|||Li-Ion|||1|||Silver, Black|||128MB,256MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-n800.jpg
Nokia 207|||Released 2013, October|||91.3g, 12.8mm thickness|||Feature phone|||256MB 64MB RAM storage, microSDHC slot|||2.4"|||240x320 pixels|||MISSING|||MISSING|||No video recorder|||64|||MB RAM|||MISSING|||1020|||mAh|||Li-Ion|||1|||Cyan , Red, Yellow, Black, White|||256MB|||64MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-207.jpg
Nokia 130 (2017)|||Released 2017, August|||74g, 14.2mm thickness|||Feature phone|||8MB 4MB RAM storage, microSDHC slot|||1.8"|||120x160 pixels|||0.3|||MP|||Video recorder|||4|||MB RAM|||MISSING|||1020|||mAh|||Li-Ion|||2|||Red, Grey, Black|||8MB|||4MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-130-2017.jpg
Nokia G50|||Released 2021, October 13|||220g, 8.9mm thickness|||Android 11, up to Android 12|||64GB/128GB storage, microSDXC|||6.82"|||720x1560 pixels|||48|||MP|||1080p|||4/6|||GB RAM|||Snapdragon 480 5G|||5000|||mAh|||Li-Po|||2|||Midnight Sun, Ocean Blue|||64GB,128GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-g50.jpg
Nokia C30|||Released 2021, October 12|||237g, 9.9mm thickness|||Android 11|||32GB/64GB storage, microSDXC|||6.82"|||720x1600 pixels|||13|||MP|||1080p|||2/3|||GB RAM|||Unisoc SC9863A|||6000|||mAh|||Li-Po|||2|||Green, White, Dark Grey|||32GB,64GB|||2GB,3GB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-c30.jpg
Nokia N82|||Released 2007, November|||114g, 17.3mm thickness|||Symbian OS 9.2, S60 rel. 3.1|||100MB 128MB RAM storage, microSDHC slot|||2.4"|||240x320 pixels|||5|||MP|||480p|||128|||MB RAM|||MISSING|||1050|||mAh|||Li-Ion|||1|||Silver, Black|||100MB|||128MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-n82.gif
Nokia E50|||Released 2006, May|||104g, 15.5mm thickness|||Symbian OS 9.1, S60 3rd edition|||70MB 32MB RAM storage, microSD slot|||2.1"|||240x320 pixels|||1.3|||MP|||144p|||32|||MB RAM|||MISSING|||970|||mAh|||Li-Ion|||1|||Silver, Black|||70MB|||32MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-e50.gif
Nokia 9210 Communicator|||Released 2000|||244g, 27mm thickness|||Open Symbian, based on Symbian v6.0|||MMC slot|||4.5"|||640x200 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1300|||mAh|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no9210.gif
Nokia N9|||Released 2011, September|||135g, 12.1mm thickness|||MeeGo 1.2 Harmattan|||16GB/64GB storage, no card slot|||3.9"|||480x854 pixels|||8|||MP|||720p|||1|||GB RAM|||TI OMAP 3630|||1450|||mAh|||Li-Ion|||1|||Black, Cyan, Magenta, Glossy white|||16GB,64GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/Nokia-N9-00-cyan.jpg
Nokia 107 Dual SIM|||Released 2013, October|||75.8g, 14.9mm thickness|||Feature phone|||4MB RAM storage, microSDHC slot|||1.8"|||128x160 pixels|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1020|||mAh|||Li-Ion|||2|||Black, White, Red|||4MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-107.jpg
Nokia 7270|||Released 2004, Q3|||121g, 22mm thickness|||Feature phone|||32MB storage, no card slot|||2.0"|||128x160 pixels,  6 lines|||0.3|||MP|||Video recorder|||MISSING|||MISSING|||MISSING|||780|||mAh|||Li-Ion|||1|||MISSING|||32MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no7270.gif
Nokia 222 Dual SIM|||Released 2015, September|||79g, 12.9mm thickness|||Feature phone|||16MB RAM storage, microSDHC slot|||2.4"|||240x320 pixels|||2|||MP|||240p|||16|||MB RAM|||MISSING|||1100|||mAh|||Li-Ion|||2|||Black, White|||16MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-222-ds.jpg
Nokia 6151|||Released 2006, June|||98g, 19mm thickness|||Feature phone|||30MB storage, microSD slot|||1.8"|||128x160 pixels|||1.3|||MP|||144p|||MISSING|||MISSING|||MISSING|||1100|||mAh|||Li-Ion|||1|||Black|||30MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6151.gif
Nokia Mural|||Released 2009, September|||110.6g, 16.3mm thickness|||Feature phone|||70MB storage, microSDHC slot|||2.2"|||240x320 pixels|||2|||MP|||480p|||MISSING|||MISSING|||MISSING|||1050|||mAh|||Li-Ion|||1|||Gunmetal with cover illumination with six colors|||70MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-mural.jpg
Nokia 3330|||Released 2001|||133g, 22mm thickness|||Feature phone|||No card slot||| |||5 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||900|||mAh|||NiMH|||1|||User exchangeable front and back covers|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no3330.gif
Nokia 3120 classic|||Released 2008, April|||85g, 13mm thickness|||Feature phone|||24MB storage, microSDHC slot|||2.0"|||240x320 pixels|||2|||MP|||480p|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||Graphite, Plum/Powder White, Deep Red, Chestnut Brown|||24MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-3120cl.jpg
Nokia 5132 XpressMusic|||Released 2010, April|||88g, 14.8mm thickness|||Feature phone|||30MB storage, microSDHC slot|||2.0"|||240x320 pixels|||2|||MP|||144p|||MISSING|||MISSING|||MISSING|||1200|||mAh|||Li-Ion|||1|||Gray, Yellow|||30MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-5132.jpg
Nokia 6810|||Released 2003, Q4|||122g, 23mm thickness|||Feature phone|||3.5MB storage, no card slot|||1.6"|||128x128 pixels, 8 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1000|||mAh|||Li-Ion|||1|||MISSING|||3MB|||5MB|||https://fdn2.gsmarena.com/vv/bigpic/no6810.gif
Nokia 6250|||Released 2000|||167g, 27mm thickness|||Feature phone|||No card slot||| |||96x60 pixels, 6 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||1200|||mAh|||Li-Ion|||1|||Black Night, Grey Dusk and Red Sunset|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/no6250b.gif
Nokia C2-00|||Released 2011, July|||74.1g, 14.7mm thickness|||Feature phone|||64MB ROM storage, microSDHC slot|||1.8"|||128x160 pixels|||0.3|||MP|||144p|||16|||MB RAM|||MISSING|||1020|||mAh|||Li-Ion|||2|||Dynamic Gray, Jet Black, Magenta, Dark Blue, Snow White|||16MB,64MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-00.jpg
Nokia 6300 4G|||Released 2021, January 06|||104.7g, 13.7mm thickness|||KaiOS|||4GB 512MB RAM storage, microSDHC slot|||2.4"|||240x320 pixels|||0.3|||MP|||MISSING|||512|||MB RAM|||Snapdragon 210|||1500|||mAh|||Li-Ion|||2|||Light Charcoal, White, Cyan Green|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-6300-4g.jpg
Nokia 500|||Released 2011, September|||93g, 14.1mm thickness|||Symbian Anna, up to Nokia Belle OS|||2GB 256MB RAM storage, microSDHC slot|||3.2"|||360x640 pixels|||5|||MP|||480p|||256|||MB RAM|||MISSING|||1110|||mAh|||Li-Ion|||1|||Black/White with covers in Black, Azure Blue, Coral Red, Purple, Khaki, Orange, Green, Pink, Silver|||2GB|||256MB|||https://fdn2.gsmarena.com/vv/bigpic/nokia-500.jpg
