model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
Meizu 18x|||Released 2021, September 22|||189g, 8mm thickness|||Android 11, Flyme 9.2|||128GB/256GB storage, no card slot|||6.67"|||1080x2400 pixels|||64|||MP|||1080p|||8/12|||GB RAM|||Snapdragon 870 5G|||4300|||mAh|||Li-Po|||2|||Light Blue, White, Gray|||128GB,256GB|||8GB,12GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-18x.jpg
Meizu Watch|||Released 2021, June 01|||43g, 13mm thickness|||Flyme|||8GB storage, no card slot|||1.78"|||368x448 pixels|||MISSING|||MISSING|||MISSING|||1|||GB RAM|||Snapdragon Wear 4100|||430|||mAh|||Li-Ion|||1|||Black, Azure|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-watch.jpg
Meizu E2|||Released 2017, April|||155g, 7.5mm thickness|||Android 7, Flyme 6|||16GB/32GB/64GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||2-4|||GB RAM|||Helio P20|||3400|||mAh|||Li-Ion|||2|||Black, Gold, Silver|||16GB,32GB,64GB|||2GB,3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-e2.jpg
Meizu 15 Plus|||Released 2018, April|||177g, 7.3mm thickness|||Android 7.1.2, Flyme 7.3|||64GB/128GB storage, no card slot|||5.95"|||1440x2560 pixels|||20|||MP|||2160p|||6|||GB RAM|||Exynos 8895|||3500|||mAh|||Li-Ion|||2|||Gray, Yakin, Ink|||64GB,128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-15-plus-.jpg
Meizu MX4 Pro|||Released 2014, December|||158g, 9mm thickness|||Android 4.4.4, Flyme 4|||16GB/32GB/64GB storage, no card slot|||5.5"|||1536x2560 pixels|||20|||MP|||2160p|||3|||GB RAM|||Exynos 5430 Octa|||3350|||mAh|||Li-Ion|||1|||Gray, Gold, White|||16GB,32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-mx4-pro1.jpg
Meizu M1|||Released 2015, April|||128g, 8.9mm thickness|||Android 4.4.4|||8GB storage, microSDXC|||5.0"|||768x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||MT6732|||2500|||mAh|||Li-Ion|||1|||White, BLue, Yellow, Green, Pink, Mint|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note-mini.jpg
Meizu M1 Note|||Released 2015, January|||145g, 8.9mm thickness|||Android 4.4.4, Flyme 4|||16GB/32GB storage, no card slot|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6752|||3140|||mAh|||Li-Ion|||2|||White, Blue, Yellow, Green, Pink|||16GB,32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note-1.jpg
Meizu M3 Max|||Released 2016, September|||189g, 7.9mm thickness|||Android 6.0, Flyme 5.2|||64GB storage, microSDXC|||6.0"|||1080x1920 pixels|||13|||MP|||1080p|||3|||GB RAM|||Helio P10|||4100|||mAh|||Li-Ion|||2|||Champagne Gold, Silver, Gray, Rose Gold|||64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-m3m.jpg
Meizu 16s|||Released 2019, April|||165g, 7.6mm thickness|||Android 9.0, Flyme 7.3|||128GB/256GB storage, no card slot|||6.2"|||1080x2232 pixels|||48|||MP|||2160p|||6/8|||GB RAM|||Snapdragon 855|||3600|||mAh|||Li-Po|||2|||Carbon Black, Pearl White, Phantom Blue|||128GB,256GB|||6GB,8GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-16s.jpg
Meizu MX3|||Released 2013, October|||143g, 9.1mm thickness|||Android 4.2, Flyme 3|||16GB/32GB/128GB storage, no card slot|||5.1"|||1080x1800 pixels|||8|||MP|||1080p|||2|||GB RAM|||Exynos 5410 Octa|||2400|||mAh|||Li-Po|||1|||Black (front panel), several color options (back panel); white|||16GB,32GB,64GB,128GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-mx3.jpg
Meizu M5|||Released 2016, November|||138g, 8.2mm thickness|||Android 6.0, Flyme 6.3|||16GB/32GB storage, microSDXC|||5.2"|||720x1280 pixels|||13|||MP|||1080p|||2/3|||GB RAM|||MT6750|||3070|||mAh|||Li-Ion|||2|||Mint Green, Glacier White, Champanage Gold, Sapphire Blue, Matte Black|||16GB,32GB|||2GB,3GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-m5.jpg
Meizu PRO 5 mini|||Cancelled|||MISSING|||Android 5.1, Flyme 5|||32GB storage, microSDXC|||4.7"|||1080x1920 pixels|||16|||MP|||1080p|||3|||GB RAM|||Helio X20|||MISSING|||MISSING|||Li-Ion|||2|||Gray, Gold, Silver, Black/Silver|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-5-mini-.jpg
Meizu 15|||Released 2018, April|||152g, 7.3mm thickness|||Android 7.1.2, Flyme 7.3|||64GB/128GB storage, no card slot|||5.46"|||1080x1920 pixels|||20|||MP|||2160p|||4|||GB RAM|||Snapdragon 660|||3000|||mAh|||Li-Ion|||2|||Ink, Yakin, Indigo, White|||64GB,128GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/meizu-15.jpg
