model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
HTC 7 Pro|||Released 2011, January|||185g, 15.5mm thickness|||Microsoft Windows Phone 7|||8GB storage, no card slot|||3.6"|||480x800 pixels|||5|||MP|||720p|||576|||MB RAM|||Snapdragon S1|||1230|||mAh|||Li-Ion|||1|||Black|||8GB|||576MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-7-pro-gsm.jpg
HTC Desire 628|||Released 2016, June|||142g, 8.1mm thickness|||Android 5.1, Sense 7 UI|||32GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||3|||GB RAM|||MT6753|||2200|||mAh|||Li-Ion|||2|||Black, White|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-628.jpg
HTC Desire 626|||Released 2015, March|||140g, 8.2mm thickness|||Android 4.4.4|||16GB storage, microSDHC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||1/2|||GB RAM|||MT6752|||2000|||mAh|||Li-Ion|||2|||Black, White|||16GB|||1GB,2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-626.jpg
HTC Aria|||Released 2010, June|||115g, 11.7mm thickness|||Android 2.1, Sense UI|||512MB 384MB RAM storage, microSDHC slot|||3.2"|||320x480 pixels|||5|||MP|||Video recorder|||384|||MB RAM|||Snapdragon S1|||1200|||mAh|||Li-Ion|||1|||Black|||512MB|||384MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-aria-new.jpg
HTC One VX|||Released 2012, November|||124.7g, 9.2mm thickness|||Android 4.0, Sense UI 4|||8GB storage, microSDHC|||4.5"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||1800|||mAh|||Li-Ion|||1|||White, Black, Gray|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-vx.jpg
HTC Velocity 4G|||Released 2012, January|||163.8g, 11.3mm thickness|||Android 2.3.7, up to 4.0.4, Sense UI 3.5|||16GB storage, microSDHC|||4.5"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon S3|||1620|||mAh|||Li-Ion|||1|||Black|||1GB,16GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-velocity-4g-ofic.jpg
HTC P6300|||Released 2007, May|||200g, 18.8mm thickness|||Microsoft Windows Mobile 5.0 PocketPC|||128MB RAM storage, SD slot|||3.5"|||240x320 pixels|||2|||MP|||Video recorder|||128|||MB RAM|||MISSING|||1300|||mAh|||Li-Po|||1|||Silver|||128MB,256MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-p6300.gif
HTC Desire 700 dual sim|||Released 2014, January|||149g, 10.3mm thickness|||Android 4.1.2, Sense UI 5|||8GB storage, microSDXC|||5.0"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Spreadtrum Shark|||2100|||mAh|||Li-Po|||2|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-700-dual-sim.jpg
HTC Sensation XL|||Released 2011, November|||162.5g, 9.9mm thickness|||Android 2.3, up to 4.0, Sense UI 3.5|||16GB storage, no card slot|||4.7"|||480x800 pixels|||8|||MP|||720p|||768|||MB RAM|||Snapdragon S2|||1600|||mAh|||Li-Ion|||1|||White|||16GB|||768MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-runnymede.jpg
HTC Desire 10 Pro|||Released 2016, December 20|||165g, 7.9mm thickness|||Android 6.0|||64GB storage, microSDXC|||5.5"|||1080x1920 pixels|||20|||MP|||1080p|||4|||GB RAM|||Helio P10|||3000|||mAh|||Li-Ion|||2|||Stone Black, Polar White, Royal Blue, Valentine Lux, Mint Green|||64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-10-pro.jpg
HTC EVO Design 4G|||Released 2011, October|||147.4g, 11.9mm thickness|||Android 2.3.4, up to 4.0, Sense UI 3|||4GB 768MB RAM storage, microSDHC slot|||4.0"|||540x960 pixels|||5|||MP|||720p|||768|||MB RAM|||Snapdragon S2|||1520|||mAh|||Li-Ion|||1|||Black|||4GB|||768MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-evo-design-4g.jpg
HTC 7 Surround|||Released 2010, November|||165g, 13mm thickness|||Microsoft Windows Phone 7|||16GB storage, no card slot|||3.8"|||480x800 pixels|||5|||MP|||720p|||448|||MB RAM|||Snapdragon S1|||1230|||mAh|||Li-Ion|||1|||Black|||16GB|||448MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-7-surround.jpg
HTC DROID DNA|||Released 2012, November|||141.7g, 9.7mm thickness|||Android 4.1, up to 4.2, Sense UI 4+|||16GB storage, no card slot|||5.0"|||1080x1920 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon S4 Pro|||2020|||mAh|||Li-Ion|||1|||Black|||2GB,16GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-droid-dna-new.jpg
HTC One (M8) for Windows (CDMA)|||Released 2014, September|||160g, 9.4mm thickness|||Microsoft Windows Phone 8.1.1|||32GB storage, microSDXC|||5.0"|||1080x1920 pixels|||4|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2600|||mAh|||Li-Ion|||1|||Gunmetal Gray|||32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8-win.jpg
HTC 10 Lifestyle|||Released 2016, June|||161g, 9mm thickness|||Android 6.0.1, up to 7.0, Sense UI|||32GB/64GB storage, microSDXC|||5.2"|||1440x2560 pixels|||12|||MP|||2160p|||3|||GB RAM|||Snapdragon 652|||3000|||mAh|||Li-Ion|||1|||Carbon Gray, Topaz Gold, Glacier Silver|||32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-10-lifestyle.jpg
HTC Evo 4G LTE|||Released 2012, May|||134g, 8.9mm thickness|||Android 4.0.3, Sense UI 4|||16GB storage, microSDHC|||4.7"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||2000|||mAh|||Li-Ion|||1|||Gray, White|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-evo-4g-lte-sprint.jpg
HTC Wildfire E1 plus|||Released 2019, December 18|||165g, 8.9mm thickness|||Android 9.0|||32GB storage, microSDXC|||6.09"|||720x1560 pixels|||16|||MP|||1080p|||3|||GB RAM|||Helio P23|||3000|||mAh|||Li-Ion|||2|||Black, Blue, Red|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-wildfire-e1-plus.jpg
HTC One S|||Released 2012, April|||119.5g, 7.8mm thickness|||Android 4.0, up to 4.1.1, Sense UI|||16GB storage, no card slot|||4.3"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||MSM8290|||1650|||mAh|||Li-Po|||1|||Black|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-s-new.jpg
HTC Desire 612|||Released 2014, October|||146g, 9.4mm thickness|||Android 4.4.2, Sense UI 5.5|||8GB storage, microSDXC|||4.7"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2040|||mAh|||Li-Po|||1|||Black|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-612.jpg
HTC Desire L|||Released 2013, April|||118g, 8.9mm thickness|||Android 4.1.2|||4GB 1GB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||720p|||1|||GB RAM|||Snapdragon S4 Play|||1800|||mAh|||Li-Ion|||1|||White, Black, Pink|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-l.jpg
HTC Wildfire|||Released 2010, May|||118g, 12mm thickness|||Android 2.1, up to 2.2, Sense UI|||384MB RAM; 512MB storage, microSDHC slot|||3.2"|||240x320 pixels|||5|||MP|||Video recorder|||384|||MB RAM|||Snapdragon S1|||1300|||mAh|||Li-Ion|||1|||Black, Brown, White, Red, Silver|||384MB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-wildfire-ofic.jpg
HTC Desire S|||Released 2011, March|||130g, 11.6mm thickness|||Android 2.3, up to 4.0, Sense UI 3|||1.1GB 768MB RAM storage, microSDHC slot|||3.7"|||480x800 pixels|||5|||MP|||720p|||768|||MB RAM|||Snapdragon S2|||1450|||mAh|||Li-Ion|||1|||Black, Red|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-wildfire-s1.jpg
HTC Desire 310|||Released 2014, April|||140g, 11.3mm thickness|||Android 4.2.2, Sense UI 5.1|||4GB 512MB storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||1080p|||1|||GB RAM|||MT6582M|||2000|||mAh|||Li-Ion|||1|||Black, White, Red|||4GB|||512MB,1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-310-new.jpg
HTC Desire 826 dual sim|||Released 2015, March|||183g, 8mm thickness|||Android 5.0.1, up to 6.0.1, Sense UI|||16GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 615|||2600|||mAh|||Li-Po|||2|||White Birch, Blue Lagoon, Marshmallow White, Dark Grey, Purple Fire|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-826r.jpg
HTC Wildfire E2 Plus|||Released 2021, December 14|||210g, 9.3mm thickness|||Android 11|||64GB storage, microSDXC|||6.82"|||720x1640 pixels|||13|||MP|||1080p|||4|||GB RAM|||Unisoc T610|||MISSING|||MISSING|||MISSING|||2|||Black|||64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-wildfire-e2-plus.jpg
HTC One SV CDMA|||Released 2012, December|||122g, 9.2mm thickness|||Android 4.0.4, Sense UI|||8GB storage, microSDHC|||4.3"|||480x800 pixels|||5|||MP|||1080p|||1|||GB RAM|||MISSING|||1800|||mAh|||Li-Ion|||1|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-sv.jpg
HTC Desire 820q dual sim|||Released 2014, October|||155g, 7.7mm thickness|||Android 4.4.2, Sense UI 6|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon 410|||2600|||mAh|||Li-Po|||2|||Santorini White, Tuxedo Gray, Milky-way Gray|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820q.jpg
HTC Salsa|||Released 2011, June|||120g, 12.3mm thickness|||Android 2.3, Sense UI|||512MB 512MB RAM storage, microSDHC slot|||3.4"|||320x480 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1520|||mAh|||Li-Ion|||1|||Black, Silver, Lilac|||512MB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-salsa1.jpg
HTC One (M8 Eye)|||Released 2014, October|||160g, 9.4mm thickness|||Android 4.4.4, up to 6.1, Sense UI 7|||16GB storage, microSDXC|||5.0"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2600|||mAh|||Li-Po|||1|||Gunmetal Gray, Glacial Silver, Amber Gold|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8.jpg
HTC EVO 3D|||Released 2011, July|||170g, 12.1mm thickness|||Android 2.3, up to 4.0, Sense UI|||1GB 1GB RAM storage, microSDHC slot|||4.3"|||540x960 pixels|||5|||MP|||720p|||1|||GB RAM|||Snapdragon S3|||1730|||mAh|||Li-Ion|||1|||Black|||1GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-evo-3d-gsm.jpg
HTC Desire 300|||Released 2013, December|||120g, 10.1mm thickness|||Android 4.1.2, Sense UI 5|||4GB 512MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S4 Play|||1650|||mAh|||Li-Ion|||1|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-300.jpg
HTC Desire 820|||Released 2014, November|||155g, 7.7mm thickness|||Android 4.4.2, up to 6.1, Sense UI 7|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 615|||2600|||mAh|||Li-Po|||1|||Marble White, Tuxedo Grey, Santorini White, Milky-way Grey, Tangerine White, Saffron Grey, Flamingo Grey, Blue Misty, Monarch Orange|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg
HTC Desire P|||Released 2013, April|||136g, 10.7mm thickness|||Android 4.1|||4GB 768MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||8|||MP|||480p|||768|||MB RAM|||MISSING|||1620|||mAh|||Li-Ion|||1|||White, Red|||4GB|||768MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-p.jpg
HTC Desire 820G+ dual sim|||Released 2015, June|||154.5g, 7.7mm thickness|||Android 4.4.2, Sense UI 6|||16GB storage, microSDHC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||MT6592|||2600|||mAh|||Li-Po|||2|||Marble White, Dovetail gray|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820g-plus.jpg
HTC One E9s dual sim|||Released 2015, October|||165g, 7.6mm thickness|||Android 5, Sense UI 7|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6752M|||2600|||mAh|||Li-Ion|||2|||Meteor Gray, White Luxury, Roast Chestnut|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-e9s-dual-sim.jpg
HTC Desire 650|||Released 2016, December|||140g, 8.4mm thickness|||Android 6.0, Sense UI|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 400|||2200|||mAh|||Li-Ion|||2|||Dark blue, White|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-650.jpg
HTC Advantage X7510|||Released 2008, June|||375g, 16mm thickness|||Microsoft Windows Mobile 6.0 Professional|||16GB storage, miniSD|||5.0"|||640x480 pixels|||3|||MP|||Video recorder|||128|||MB RAM|||MISSING|||2100|||mAh|||Li-Po|||1|||Black|||16GB|||128MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-x7510.jpg
HTC Desire|||Released 2010, March|||135g, 11.9mm thickness|||Android 2.1, up to 2.2, Sense UI|||576MB RAM; 512MB storage, microSDHC slot|||3.7"|||480x800 pixels|||5|||MP|||480p|||576|||MB RAM|||Snapdragon S1|||1400|||mAh|||Li-Ion|||1|||Black, Brown, Silver, White|||576MB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-bravo.jpg
HTC Touch Pro2|||Released 2009, May|||178.5g, 17.3mm thickness|||Microsoft Windows Mobile 6.1 Professional|||288MB RAM storage, microSD slot|||3.6"|||480x800 pixels|||3|||MP|||480p|||288|||MB RAM|||MSM7200A|||1500|||mAh|||Li-Ion|||1|||Black/Grey|||288MB,512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-touch-pro2.jpg
HTC U11 Eyes|||Released 2018, January|||185g, 8.5mm thickness|||Android 8.0, Sense UI|||64GB storage, microSDXC|||6.0"|||1080x2160 pixels|||12|||MP|||2160p|||4|||GB RAM|||Snapdragon 652|||3930|||mAh|||Li-Ion|||2|||Black, Red, Blue|||64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-u11-eyes-.jpg
HTC Butterfly 2|||Released 2014, September|||151g, 10mm thickness|||Android 4.4.2|||16GB/32GB storage, microSDXC|||5.0"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2700|||mAh|||Li-Po|||1|||Blue, Red, White|||16GB,32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-butterfly-2-new.jpg
HTC Touch Pro|||Released 2008, August|||165g, 18.1mm thickness|||Microsoft Windows Mobile 6.1 Professional|||288MB RAM storage, microSD slot|||2.8"|||480x640 pixels|||3|||MP|||Video recorder|||288|||MB RAM|||MSM7201A|||1340|||mAh|||Li-Ion|||1|||Black|||288MB,512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-touch-pro.jpg
HTC 10 evo|||Released 2016, November|||174g, 8.1mm thickness|||Android 7.0|||32GB/64GB storage, microSDXC|||5.5"|||1440x2560 pixels|||16|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||3200|||mAh|||Li-Ion|||1|||Silver, Black|||32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-10-evo.jpg
HTC Desire 320|||Released 2015, January|||145g, 10.5mm thickness|||Android 4.4.2|||0GB/4GB/8GB storage, microSDHC|||4.5"|||480x854 pixels|||5|||MP|||1080p|||1|||GB RAM|||MISSING|||2100|||mAh|||Li-Ion|||1|||Meridian Gray, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-320.jpg
HTC 7 Mozart|||Released 2010, October|||130g, 11.9mm thickness|||Microsoft Windows Phone 7|||8GB storage, no card slot|||3.7"|||480x800 pixels|||8|||MP|||720p|||576|||MB RAM|||Snapdragon S1|||1300|||mAh|||Li-Ion|||1|||Black|||8GB|||576MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-mozart-ofic.jpg
HTC Touch Diamond2|||Released 2009, April|||117.5g, 13.7mm thickness|||Microsoft Windows Mobile 6.1 Professional|||288MB RAM storage, microSD slot|||3.2"|||480x800 pixels|||5|||MP|||480p|||288|||MB RAM|||MSM7200A|||1100|||mAh|||Li-Ion|||1|||Black|||288MB,512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-diamond2.jpg
HTC Wildfire X|||Released 2019, August 22|||160g, 8mm thickness|||Android 9|||32GB/128GB storage, microSDXC|||6.2"|||720x1520 pixels|||12|||MP|||1080p|||3/4|||GB RAM|||Helio P22|||3300|||mAh|||Li-Po|||2|||Sapphire Blue|||32GB,128GB|||3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-wildfire-x-.jpg
HTC One E9|||Released 2015, May|||147g, 7.5mm thickness|||Android 5, up to 6, Sense UI 7|||16GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||Video recorder|||2|||GB RAM|||Helio X10|||2800|||mAh|||Li-Po|||2|||Black, White|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-e9.jpg
HTC One Max|||Released 2013, October|||217g, 10.3mm thickness|||Android 4.3, up to 5.0, Sense UI 5.5|||16GB/32GB storage, microSDXC|||5.9"|||1080x1920 pixels|||4|||MP|||1080p|||2|||GB RAM|||Snapdragon 600|||3300|||mAh|||Li-Po|||1|||Silver, Black, Gold|||16GB,32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-max.jpg
HTC Windows Phone 8X CDMA|||Released 2012, November|||132.1g, 10.1mm thickness|||Microsoft Windows Phone 8|||16GB storage, no card slot|||4.3"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||MISSING|||1800|||mAh|||Li-Ion|||1|||California Blue, Graphite Black, Flame Red|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-8x-cdma.jpg
HTC Trophy|||Released 2011, May|||139g, 12mm thickness|||Microsoft Windows Phone 7|||16GB storage, no card slot|||3.8"|||480x800 pixels|||5|||MP|||720p|||576|||MB RAM|||Snapdragon S1|||1300|||mAh|||Li-Ion|||1|||Black|||16GB|||576MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-trophy.jpg
HTC Desire 19s|||Released 2019, November 14|||170g, 8.5mm thickness|||Android 9|||32GB storage, microSDXC|||6.2"|||720x1520 pixels|||13|||MP|||1080p|||3|||GB RAM|||Helio P22|||3850|||mAh|||Li-Ion|||2|||Blue, Black|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-19s.jpg
HTC Sensation XE|||Released 2011, October|||151g, 11.3mm thickness|||Android 2.3.4, up to 4.0, Sense UI|||4GB storage, microSDHC slot|||4.3"|||540x960 pixels|||8|||MP|||1080p|||768|||MB RAM|||Snapdragon S3|||1730|||mAh|||Li-Ion|||1|||Black, White|||768MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-sensation-xe.jpg
HTC Tilt2|||Released 2009, May|||178.5g, 17.3mm thickness|||Microsoft Windows Mobile 6.1 Professional|||288MB RAM storage, microSD slot|||3.6"|||480x800 pixels|||3|||MP|||480p|||288|||MB RAM|||MSM7200A|||1500|||mAh|||Li-Ion|||1|||Black/Grey|||288MB,512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-tilt2-new.jpg
HTC One (E8) CDMA|||Released 2014, August|||164g, 9.9mm thickness|||Android 4.4.2, Sense UI 6|||16GB storage, microSDXC|||5.0"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2600|||mAh|||Li-Ion|||1|||Polar White, Misty Gray|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-e8-cdma.jpg
HTC Evo 4G|||Released 2010, June|||170g, 13mm thickness|||Android 2.1, up to 2.3, Sense UI|||1GB 512MB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||8|||MP|||720p|||512|||MB RAM|||Snapdragon S1|||1500|||mAh|||Li-Ion|||1|||Black, White|||1GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-evo-sprint.jpg
HTC J|||Released 2012, August|||137g, 9.5mm thickness|||Android 4.0.4, Sense UI 4|||16GB storage, microSDHC|||4.3"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||MISSING|||1810|||mAh|||Li-Ion|||1|||Black, white, red|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-j.jpg
HTC Schubert|||Released Not officially announced yet|||MISSING|||Microsoft Windows Phone 7|||No slot||| |||MISSING|||3|||MP|||Video recorder|||MISSING|||MISSING|||Snapdragon S1|||MISSING|||MISSING|||Li-Ion|||1|||Black|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-schubert.jpg
HTC One M9+ Supreme Camera|||Released 2015, October|||168g, 9.6mm thickness|||Android 5.2, Sense UI 7|||32GB storage, microSDXC|||5.2"|||1440x2560 pixels|||21|||MP|||2160p|||3|||GB RAM|||Helio X10|||2840|||mAh|||Li-Po|||1|||Gunmetal Gray, Silver Gold, Amber Gold|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-m9-plus-new.jpg
HTC One XC|||Released 2012, August|||138.5g, 9.5mm thickness|||Android 4.0, Sense UI|||16GB storage, no card slot|||4.7"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||MISSING|||2000|||mAh|||Li-Ion|||1|||Black|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-xc.jpg
HTC One (M8)|||Released 2014, March 27|||160g, 9.4mm thickness|||Android 4.4.2, up to 6.0, Sense UI 6|||16GB/32GB storage, microSDXC|||5.0"|||1080x1920 pixels|||4|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2600|||mAh|||Li-Po|||1|||Gunmetal Gray, Glacial Silver, Amber Gold|||16GB,32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8.jpg
HTC Amaze 4G|||Released 2011, October|||172.9g, 11.8mm thickness|||Android 2.3.4, up to 4.0, Sense UI 3|||16GB storage, microSDHC|||4.3"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||MISSING|||1730|||mAh|||Li-Ion|||1|||Black, White|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-amaze-4g-new.jpg
HTC P3470|||Released 2008, March|||122g, 15.7mm thickness|||Microsoft Windows Mobile 6.0 Professional|||128MB RAM storage, microSD slot|||2.8"|||240x320 pixels|||2|||MP|||Video recorder|||128|||MB RAM|||TI OMAP 850|||1100|||mAh|||Li-Ion|||1|||Silver|||128MB,256MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-p3470.jpg
HTC MAX 4G|||Released 2009|||151g, 13.9mm thickness|||Microsoft Windows Mobile 6.1 Professional|||8GB storage, microSD|||3.8"|||480x800 pixels|||3|||MP|||144p|||288|||MB RAM|||ESM7206A|||1500|||mAh|||Li-Ion|||1|||Black|||8GB|||288MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-max-4g.jpg
HTC Google Nexus One|||Released 2010, January|||130g, 11.5mm thickness|||Android 2.1, up to 2.3.6|||512MB RAM storage, microSDHC slot|||3.7"|||480x800 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1400|||mAh|||Li-Ion|||1|||Brown (teflon coating)|||512MB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/htc-google-nexus-one-final.jpg
HTC Rezound|||Released 2011, November|||170.1g, 13.7mm thickness|||Android 2.3.4, up to 4.0, Sense UI 3|||16GB storage, microSDHC|||4.3"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon S3|||1620|||mAh|||Li-Ion|||1|||Black|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-rezound-new.jpg
HTC Desire 610|||Released 2014, May|||143.5g, 9.6mm thickness|||Android 4.4.2, Sense UI 5.5|||8GB storage, microSDXC|||4.7"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2040|||mAh|||Li-Po|||1|||Black, White, Red, Gray, Green|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-610-new.jpg
HTC Desire V|||Released 2012, June|||114g, 9.3mm thickness|||Android 4.0, Sense UI 4|||4GB 512MB RAM storage, microSDHC slot|||4.0"|||480x800 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1650|||mAh|||Li-Ion|||2|||Black, White|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-v.jpg
HTC One ST|||Released 2012, Q4|||115g, 9.3mm thickness|||Android 4.0, Sense UI|||4GB 1GB RAM storage, microSDHC slot|||4.3"|||480x800 pixels|||5|||MP|||720p|||1|||GB RAM|||MISSING|||1800|||mAh|||Li-Ion|||1|||Black, White, Red|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-st.jpg
HTC One (M8) for Windows|||Released 2014, November|||160g, 9.4mm thickness|||Microsoft Windows Phone 8.1.1|||32GB storage, microSDXC|||5.0"|||1080x1920 pixels|||4|||MP|||1080p|||2|||GB RAM|||Snapdragon 801|||2600|||mAh|||Li-Ion|||1|||Gunmetal Gray|||32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8-windows-gsm.jpg
HTC Desire 310 dual sim|||Released 2014, April|||140g, 11.3mm thickness|||Android 4.2.2, Sense UI 5.1|||4GB 512MB storage, microSDHC slot|||4.5"|||480x854 pixels|||5|||MP|||1080p|||512|||MB RAM|||MT6582M|||2000|||mAh|||Li-Ion|||2|||Black, White, Red|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/htc-desire-310-dual-sim.jpg
HTC Exodus 1|||Released 2018, December 06|||188g, 8.7mm thickness|||Android 8.1|||128GB storage, no card slot|||6.0"|||1440x2880 pixels|||16|||MP|||2160p|||6|||GB RAM|||Snapdragon 845|||3500|||mAh|||Li-Ion|||2|||Black|||128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/htc-exodus-1-new.jpg
