model_name|||release_date|||body|||os|||storage_prnt|||display_size|||resolution|||camera_pixel|||pixel_unit|||video_pixel|||ram_prnt|||ram_unit|||chipset|||battery_size|||battery_unit|||battery_type|||sim_slots|||colors|||storage|||ram|||image
Sony Xperia E4|||Released 2015, March|||144g, 10.5mm thickness|||Android 4.4.4|||8GB storage, microSDHC|||5.0"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||MT6582|||2300|||mAh|||Li-Ion|||1|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e4.jpg
Sony Xperia Z5 Premium|||Released 2015, November 05|||180g, 7.8mm thickness|||Android 5.1.1, up to 7.0|||32GB storage, microSDXC|||5.5"|||2160x3840 pixels|||23|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||3430|||mAh|||Li-Ion|||1|||Chrome, Black, Gold, Pink|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-z5-premium-.jpg
Sony Xperia T3|||Released 2014, July|||148g, 7mm thickness|||Android 4.4.2|||8GB storage, microSDHC|||5.3"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2500|||mAh|||Li-Ion|||1|||Black, White, Purple|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-t3.jpg
Sony CMD J70|||Released 2001, Q4|||92g, 21mm thickness|||Feature phone|||No card slot||| |||96x92 pixels, 6 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||650|||mAh|||Li-Ion|||1|||MISSING|||MISSING|||MISSING|||MISSING
Sony Xperia Tablet Z LTE|||Released 2013, May|||495g, 6.9mm thickness|||Android 4.1.2, up to 5.1.1|||16GB storage, microSDXC|||10.1"|||1200x1920 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon S4 Pro|||6000|||mAh|||Li-Po|||1|||Black, White|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-z-new.jpg
Sony Xperia M4 Aqua|||Released 2015, June|||136g, 7.3mm thickness|||Android 5.0.1, up to 6.0.1|||8GB/16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 615|||2400|||mAh|||Li-Ion|||1|||Black, White, Coral, Silver|||8GB,16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m4-aqua.jpg
Sony Xperia M Ultra|||Cancelled|||MISSING|||Android 6.0|||32GB storage, microSDXC|||6.0"|||1080x1920 pixels|||23|||MP|||2160p|||3|||GB RAM|||Snapdragon 652|||4280|||mAh|||Li-Ion|||1|||Black, White, Gold|||32GB|||3GB|||MISSING
Sony Xperia XA2 Plus|||Released 2018, September|||205g, 9.6mm thickness|||Android 8.0|||32GB/64GB storage, microSDXC|||6.0"|||1080x2160 pixels|||23|||MP|||2160p|||4/6|||GB RAM|||Snapdragon 630|||3580|||mAh|||Li-Ion|||2|||Silver, Black, Gold, Green|||32GB,64GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa2-plus-.jpg
Sony Xperia T2 Ultra|||Released 2014, May|||171.7g (D5303)/ 172.4g (D5306), 7.7mm thickness|||Android 4.3, up to 5.1|||8GB storage, microSDHC|||6.0"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||3000|||mAh|||Li-Ion|||1|||Black, White, Purple|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-t2-ultra-ss.jpg
Sony Xperia SX SO-05D|||Released 2012, September|||95g, 9.4mm thickness|||Android 4.0|||4GB 1GB RAM storage, microSDHC slot|||3.7"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||1500|||mAh|||Li-Ion|||1|||Black, White, Pink, Orange|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-SX-SO-05D.jpg
Sony Xperia X Compact|||Released 2016, September 08|||135g, 9.5mm thickness|||Android 6.0.1, up to Android 8.0|||32GB storage, microSDXC|||4.6"|||720x1280 pixels|||23|||MP|||1080p|||3|||GB RAM|||Snapdragon 650|||2700|||mAh|||Li-Ion|||1|||White, Universe black, Mist blue|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-x-compact.jpg
Sony Xperia X|||Released 2016, May|||153g, 7.7mm thickness|||Android 6.0.1, up to Android 8.0|||32GB/64GB storage, microSDXC|||5.0"|||1080x1920 pixels|||23|||MP|||1080p|||3|||GB RAM|||Snapdragon 650|||2620|||mAh|||Li-Ion|||2|||White, Graphite Black, Lime Gold, Rose Gold|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa.jpg
Sony Xperia L4|||Released 2020, April 28|||178g, 8.7mm thickness|||Android 9.0|||64GB storage, microSDXC|||6.2"|||720x1680 pixels|||13|||MP|||1080p|||3|||GB RAM|||Helio P22|||3580|||mAh|||Li-Ion|||2|||Black, Blue|||64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l4.jpg
Sony Xperia L|||Released 2013, May|||137g, 9.7mm thickness|||Android 4.1, up to 4.2.2|||8GB storage, microSDHC|||4.3"|||480x854 pixels|||8|||MP|||720p|||1|||GB RAM|||Snapdragon 400|||1750|||mAh|||Li-Ion|||1|||Black, White, Red|||1GB,8GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l-new.jpg
Sony Xperia Z3+|||Released 2015, June|||144g, 6.9mm thickness|||Android 5.0.1, up to 7.0|||32GB storage, microSDXC|||5.2"|||1080x1920 pixels|||20|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||2930|||mAh|||Li-Ion|||1|||White, black, copper, aqua green|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z4.jpg
Sony Xperia J|||Released 2012, October|||124g, 9.2mm thickness|||Android 4.0.4, up to 4.1.2|||4GB storage, microSDHC slot|||4.0"|||480x854 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1750|||mAh|||Li-Ion|||1|||Black, White, Gold, Pink|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-j.jpg
Sony Xperia miro|||Released 2012, September|||110g, 9.9mm thickness|||Android 4.0|||4GB storage, microSDHC slot|||3.5"|||320x480 pixels|||5|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1500|||mAh|||Li-Ion|||1|||Black, Pink, White with silver, White with gold|||512MB,4GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-miro.jpg
Sony Xperia acro HD SO-03D|||Released 2012, September|||149g, 11.9mm thickness|||Android 2.3|||11GB storage, microSDHC|||4.3"|||720x1280 pixels|||12|||MP|||1080p|||1|||GB RAM|||Snapdragon S3|||1910|||mAh|||Li-Ion|||1|||Black, Aqua, Sakura, Ceramic|||11GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-acro-HD-SO-03D.jpg
Sony Xperia Z5|||Released 2015, October 02|||154g, 7.3mm thickness|||Android 5.1.1, up to 7.1.1|||32GB storage, microSDXC|||5.2"|||1080x1920 pixels|||23|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||2900|||mAh|||Li-Ion|||1|||White, Graphite Black, Gold, Green, Pink|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-z5-.jpg
Sony Xperia LT29i Hayabusa|||Released Exp. announcement 2012, August|||127g, 10.8mm thickness|||Android 4.0|||1GB RAM storage, microSDHC slot|||4.6"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||1700|||mAh|||Li-Ion|||1|||Black|||1GB|||MISSING|||MISSING
Sony Xperia Tablet S|||Released 2012, September|||570g, 8.8mm thickness|||Android 4.0.3, up to 4.1|||16GB/32GB/64GB storage, SD|||9.4"|||800x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Nvidia Tegra 3|||6000|||mAh|||Li-Ion|||1|||Black/Silver|||16GB,32GB,64GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-s-ofic.jpg
Sony CMD CD5|||Released 2000|||139g, 26mm thickness|||Feature phone|||No card slot||| |||97x32 pixels, 4 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||500|||mAh|||Li-Ion|||1|||3 (Silver, Metallic Blue and Metallic Black)|||MISSING|||MISSING|||MISSING
Sony Xperia Z2 Tablet LTE|||Released 2014, March|||439g, 6.4mm thickness|||Android 4.4.2, up to 5.1.1|||16GB storage, microSDXC|||10.1"|||1200x1920 pixels|||8|||MP|||1080p|||3|||GB RAM|||Snapdragon 801|||6000|||mAh|||Li-Po|||1|||Black, White (SGP521) / Black (SGP541, SGP551)|||16GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z2-tablet.jpg
Sony Xperia Z3 Compact|||Released 2014, September|||129g, 8.6mm thickness|||Android 4.4.4, up to 6.0|||16GB storage, microSDXC|||4.6"|||720x1280 pixels|||20|||MP|||2160p|||2|||GB RAM|||Snapdragon 801|||2600|||mAh|||Li-Ion|||1|||Black, White, Green, Orange|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z3-compact.jpg
Sony Xperia GX SO-04D|||Released 2012, August|||127g, 8.6mm thickness|||Android 4.0|||16GB storage, microSDHC|||4.6"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||1700|||mAh|||Li-Ion|||1|||Black, White|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-GX-SO-04D.jpg
Sony Xperia Z|||Released 2013, February|||146g, 7.9mm thickness|||Android 4.1.2, up to 5.1.1|||16GB storage, microSDXC|||5.0"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon S4 Pro|||2330|||mAh|||Li-Ion|||1|||Black, White, Purple|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z.jpg
Sony Xperia XA|||Released 2016, June|||137.4g, 7.9mm thickness|||Android 6.0.1, up to 7.0|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Helio P10|||2300|||mAh|||Li-Ion|||1|||White, Graphite Black, Lime Gold, Rose Gold|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa--.jpg
Sony Xperia 10 III|||Released 2021, June 11|||169g, 8.3mm thickness|||Android 11|||128GB/256GB storage, microSDXC|||6.0"|||1080x2520 pixels|||12|||MP|||2160p|||6|||GB RAM|||Snapdragon 690 5G|||4500|||mAh|||Li-Po|||2|||Black, White, Blue, Pink|||128GB,256GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-10-iii.jpg
Sony Xperia V|||Released 2012, December|||120g, 10.7mm thickness|||Android 4.0.4, up to 4.3|||8GB storage, microSDHC|||4.3"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||1750|||mAh|||Li-Ion|||1|||Black, White, Pink|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-v.jpg
Sony Tablet P|||Released 2012, September|||372g, 14mm thickness|||Android 3.2, up to 4.0|||4GB 1GB RAM storage, microSDHC slot|||5.5"|||1024x480 pixels|||5|||MP|||720p|||1|||GB RAM|||Nvidia Tegra 2 T20|||3080|||mAh|||Li-Ion|||1|||Silver/Black|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-tablet-p.jpg
Sony Xperia L3|||Released 2019, February|||156g, 8.9mm thickness|||Android 8.0|||32GB storage, microSDXC|||5.7"|||720x1440 pixels|||13|||MP|||1080p|||3|||GB RAM|||Helio P22|||3300|||mAh|||Li-Ion|||2|||Black, Gold, Silver|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l3.jpg
Sony Xperia U|||Released 2012, May|||110g, 12mm thickness|||Android 2.3, up to 4.0|||8GB storage, no card slot|||3.5"|||480x854 pixels|||5|||MP|||720p|||512|||MB RAM|||NovaThor U8500|||1320|||mAh|||Li-Ion|||1|||Black, White/ exchangeable bottom caps in white, black, pink, yellow|||512MB,8GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-u-ofic.jpg
Sony Xperia C3 Dual|||Released 2014, August|||149.7g, 7.6mm thickness|||Android 4.4.2, up to 5.1|||8GB storage, microSDHC|||5.5"|||720x1280 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2500|||mAh|||Li-Ion|||2|||Black, White, Mint|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c3.jpg
Sony Xperia L1|||Released 2017, June|||180g, 8.7mm thickness|||Android 7.0|||16GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6737T|||2620|||mAh|||Li-Ion|||2|||Black, White, Pink|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l1-.jpg
Sony Xperia Tablet Z Wi-Fi|||Released 2013, May|||495g, 6.9mm thickness|||Android 4.1.2, up to 5.1.1|||16GB/32GB storage, microSDXC|||10.1"|||1200x1920 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon 600|||6000|||mAh|||Li-Po|||1|||Black, White|||16GB,32GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tablet-z-new.jpg
Sony Xperia E4 Dual|||Released 2015, March|||144g, 10.5mm thickness|||Android 4.4.4|||8GB storage, microSDHC|||5.0"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||MT6582|||2300|||mAh|||Li-Ion|||2|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e4.jpg
Sony Xperia T|||Released 2012, September|||139g, 9.4mm thickness|||Android 4.0.4, upgradаble to 4.3|||16GB storage, microSDHC|||4.55"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||1850|||mAh|||Li-Ion|||1|||Black, White, Silver|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-t.jpg
Sony Xperia M2 dual|||Released 2014, April|||148g, 8.6mm thickness|||Android 4.3, up to 5.1|||8GB storage, microSDHC|||4.8"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2300|||mAh|||Li-Ion|||2|||Black, White, Purple|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m2.jpg
Sony Xperia SL|||Released 2012, September|||144g, 10.6mm thickness|||Android 4.0.4, up to 4.1.2|||32GB storage, no card slot|||4.3"|||720x1280 pixels|||12|||MP|||1080p|||1|||GB RAM|||Snapdragon S3|||1750|||mAh|||Li-Ion|||1|||Black, White, Silver, Pink|||32GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-s-ofic.jpg
Sony Xperia M2 Aqua|||Released 2014, September|||149g, 8.6mm thickness|||Android 4.4.2, up to 5.1.1|||8GB storage, microSDHC|||4.8"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||Snapdragon 400|||2300|||mAh|||Li-Ion|||1|||Black, White, Copper|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m2.jpg
Sony Xperia 10|||Released 2019, February 27|||162g, 8.4mm thickness|||Android 9.0|||64GB storage, microSDXC|||6.0"|||1080x2520 pixels|||13|||MP|||2160p|||3/4|||GB RAM|||Snapdragon 630|||2870|||mAh|||Li-Ion|||2|||Black, Navy, Silver, Pink|||64GB|||3GB,4GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-10-.jpg
Sony Xperia T LTE|||Released 2012, November|||148g, 9.4mm thickness|||Android 4.0.4|||16GB storage, microSDHC|||4.55"|||720x1280 pixels|||13|||MP|||1080p|||1|||GB RAM|||Snapdragon S4 Plus|||1850|||mAh|||Li-Ion|||1|||Black, White, Silver|||16GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tl.jpg
Sony Xperia C|||Released 2013, July|||153g, 8.9mm thickness|||Android 4.2.2|||4GB 1GB RAM storage, microSDHC slot|||5.0"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||MT6589|||2390|||mAh|||Li-Ion|||2|||Black, White, Purple|||4GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c.jpg
Sony Xperia 10 Plus|||Released 2019, February 27|||180g, 8.3mm thickness|||Android 9.0|||64GB storage, microSDXC|||6.5"|||1080x2520 pixels|||12|||MP|||2160p|||4/6|||GB RAM|||Snapdragon 636|||3000|||mAh|||Li-Ion|||2|||Black, Navy, Silver, Gold|||64GB|||4GB,6GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-10-plus-.jpg
Sony Xperia XA1|||Released 2017, April|||143g, 8mm thickness|||Android 7.0, up to Android 8.0|||32GB storage, microSDXC|||5.0"|||720x1280 pixels|||23|||MP|||1080p|||3|||GB RAM|||Helio P20|||2300|||mAh|||Li-Ion|||2|||White, Black, Gold, Pink|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa1-2017.jpg
Sony Xperia C5 Ultra|||Released 2015, August|||187g, 8.2mm thickness|||Android 5.0, up to 6.0|||16GB storage, microSDXC|||6.0"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6752|||2930|||mAh|||Li-Ion|||1|||Black, White, Mint|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c5-ultra.jpg
Sony Xperia Z1|||Released 2013, September|||170g, 8.5mm thickness|||Android 4.2, up to 5.1|||16GB storage, microSDXC|||5.0"|||1080x1920 pixels|||20|||MP|||1080p|||2|||GB RAM|||Snapdragon 800|||3000|||mAh|||Li-Ion|||1|||Black, White, Purple|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z1-ofic.jpg
Sony CMD MZ5|||Released May 2001|||110g, 30mm thickness|||Feature phone|||No card slot||| |||96x72 pixels, 5 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||620|||mAh|||Li-Ion|||1|||MISSING|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-cmd-mz5.jpg
Sony Xperia C4 Dual|||Released 2015, June|||147g, 7.9mm thickness|||Android 5.0, up to 6.0|||16GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6752|||2600|||mAh|||Li-Ion|||2|||Black, White, Mint|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c4-new.jpg
Sony Xperia XZ|||Released 2016, October 03|||161g, 8.1mm thickness|||Android 6.0.1, up to Android 8.0|||32GB/64GB storage, microSDXC|||5.2"|||1080x1920 pixels|||23|||MP|||2160p|||3|||GB RAM|||Snapdragon 820|||2900|||mAh|||Li-Ion|||2|||Mineral black, Platinum, Forest blue, Deep pink|||32GB,64GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz.jpg
Sony Xperia P|||Released 2012, May|||120g, 10.5mm thickness|||Android 2.3, up to 4.1|||16GB storage, no card slot|||4.0"|||540x960 pixels|||8|||MP|||1080p|||1|||GB RAM|||NovaThor U8500|||1305|||mAh|||Li-Ion|||1|||Silver, Black, Red|||1GB,16GB|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-p-ofic.jpg
Sony Xperia XZ1|||Released 2017, September 19|||155g, 7.4mm thickness|||Android 8.0, up to Android 9.0|||64GB storage, microSDXC|||5.2"|||1080x1920 pixels|||19|||MP|||2160p|||4|||GB RAM|||Snapdragon 835|||2700|||mAh|||Li-Ion|||2|||Black, Warm Silver, Venus Pink, Moonlit Blue|||64GB|||4GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz1-ofic.jpg
Sony Xperia E4g Dual|||Released 2015, April|||135g, 10.8mm thickness|||Android 4.4.4|||8GB storage, microSDHC|||4.7"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||MediaTek MT6732|||2300|||mAh|||Li-Ion|||2|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e4g.jpg
Sony Xperia Z4 Compact|||Cancelled|||MISSING|||Android 5.0|||16GB/32GB storage, microSDXC|||4.7"|||1080x1920 pixels|||20|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||MISSING|||MISSING|||Li-Ion|||1|||Black, White|||16GB,32GB|||3GB|||MISSING
Sony Xperia M4 Aqua Dual|||Released 2015, June|||135g, 7.3mm thickness|||Android 5.0, up to 6.0|||8GB/16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Snapdragon 615|||2400|||mAh|||Li-Ion|||2|||Black, White, Coral, Silver|||8GB,16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m4-aqua.jpg
Sony Tablet S 3G|||Released 2011, September|||625g, 10.1mm thickness|||Android 3.2, up to 4.0.3|||16GB/32GB storage, SD|||9.4"|||800x1280 pixels|||5|||MP|||720p|||1|||GB RAM|||Nvidia Tegra 2 T20|||MISSING|||MISSING|||Li-Ion|||1|||Black|||16GB,32GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-tablet-s.jpg
Sony CMD Z7|||Released 2001, Q4|||95g, 25mm thickness|||Feature phone|||No card slot||| |||96x92 pixels, 6 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||MISSING|||MISSING|||Li-Po|||1|||MISSING|||MISSING|||MISSING|||MISSING
Sony Xperia 5 Plus|||Cancelled|||8.1mm thickness|||Android 10|||128GB storage, microSDXC|||6.6"|||1080x2520 pixels|||12|||MP|||2160p|||6|||GB RAM|||Snapdragon 855|||4000|||mAh|||Li-Ion|||2|||Blue, Red, Black, Grey|||128GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-5-plus-r.jpg
Sony Xperia XA Dual|||Released 2016, June|||137.4g, 7.9mm thickness|||Android 6.0.1, up to 7.0|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||2|||GB RAM|||Helio P10|||2300|||mAh|||Li-Ion|||2|||White, Graphite Black, Lime Gold, Rose Gold|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xa--.jpg
Sony Xperia E5|||Released 2016, June|||147g, 8.2mm thickness|||Android 6.0|||16GB storage, microSDXC|||5.0"|||720x1280 pixels|||13|||MP|||1080p|||1.5|||GB RAM|||MT6735|||2300|||mAh|||Li-Po|||2|||Graphite Black, White|||MISSING|||MISSING|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e5r.jpg
Sony Xperia Z3v|||Released 2014, October|||170.6g, 8.9mm thickness|||Android 4.4.4, up to 5.1.1|||32GB storage, microSDXC|||5.2"|||1080x1920 pixels|||20|||MP|||2160p|||3|||GB RAM|||Snapdragon 801|||3200|||mAh|||Li-Ion|||1|||Black, White|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z3v.jpg
Sony Xperia Z2|||Released 2014, April|||163g, 8.2mm thickness|||Android 4.4.2, up to 6.0|||16GB storage, microSDXC|||5.2"|||1080x1920 pixels|||20|||MP|||2160p|||3|||GB RAM|||Snapdragon 801|||3200|||mAh|||Li-Ion|||1|||Black, White, Purple|||16GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z2-new.jpg
Sony Xperia E4g|||Released 2015, April|||135g, 10.8mm thickness|||Android 4.4.4|||8GB storage, microSDHC|||4.7"|||540x960 pixels|||5|||MP|||1080p|||1|||GB RAM|||MediaTek MT6732|||2300|||mAh|||Li-Ion|||1|||Black, White|||8GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-e4g.jpg
Sony Xperia L2|||Released 2018, January|||178g, 9.8mm thickness|||Android 7.1.1|||32GB storage, microSDXC|||5.5"|||720x1280 pixels|||13|||MP|||1080p|||3|||GB RAM|||MT6737T|||3300|||mAh|||Li-Ion|||2|||Black, Gold, Pink|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-l2-.jpg
Sony Xperia tipo dual|||Released 2012, September|||99.4g, 13mm thickness|||Android 4.0.3|||2.9GB storage, microSDHC slot|||3.2"|||320x480 pixels|||3|||MP|||480p|||512|||MB RAM|||Snapdragon S1|||1500|||mAh|||Li-Ion|||2|||Serene black, Classic silver|||512MB,2GB|||MISSING,9GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tipo-dual.jpg
Sony Xperia acro HD SOI12|||Released 2012, Q4|||149g, 11.9mm thickness|||Android 2.3|||11GB storage, microSDHC|||4.3"|||720x1280 pixels|||12|||MP|||1080p|||1|||GB RAM|||Snapdragon S3|||1900|||mAh|||Li-Ion|||1|||White, Black, Rouge|||11GB|||1GB|||https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-acro-HD-SOI12.jpg
Sony Xperia XZ2 Premium|||Released 2018, July|||236g, 11.9mm thickness|||Android 8.0, up to Android 10|||64GB storage, microSDXC|||5.8"|||3840x2160 pixels|||19|||MP|||2160p|||6|||GB RAM|||Snapdragon 845|||3540|||mAh|||Li-Ion|||2|||Chrome Black, Chrome Silver|||64GB|||6GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-xz2-premium.jpg
Sony CMD J7|||Released 2001, Q4|||92g, 21mm thickness|||Feature phone|||No card slot||| |||96x92 pixels, 6 lines|||MISSING|||MISSING|||No video recorder|||MISSING|||MISSING|||MISSING|||650|||mAh|||Li-Ion|||1|||MISSING|||MISSING|||MISSING|||MISSING
Sony Xperia Z Ultra|||Released 2013, July|||212g, 6.5mm thickness|||Android 4.2, up to 5.1|||16GB storage, microSDXC|||6.4"|||1080x1920 pixels|||8|||MP|||1080p|||2|||GB RAM|||Snapdragon 800|||3050|||mAh|||Li-Ion|||1|||Black, White, Purple|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z-ultra.jpg
Sony Xperia C4|||Released 2015, June|||147g, 7.9mm thickness|||Android 5.0, up to 6.0|||16GB storage, microSDXC|||5.5"|||1080x1920 pixels|||13|||MP|||1080p|||2|||GB RAM|||MT6752|||2600|||mAh|||Li-Ion|||1|||Black, White, Mint|||16GB|||2GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c4-new.jpg
Sony Xperia Z4v|||Cancelled|||162g, 8.7mm thickness|||Android 5.0|||32GB storage, microSDXC|||5.2"|||1440x2560 pixels|||20|||MP|||2160p|||3|||GB RAM|||Snapdragon 810|||3000|||mAh|||Li-Ion|||1|||White, black|||32GB|||3GB|||https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z4v-.jpg
Sony SmartWatch 3 SWR50|||Released 2014, October|||76g (38g body), 10mm thickness|||Android Wear OS|||4GB 512MB RAM storage, no card slot|||1.6"|||320x320 pixels|||MISSING|||MISSING|||No video recorder|||512|||MB RAM|||MISSING|||420|||mAh|||Li-Po|||1|||Leather Brown, Leather Black, Silver, Black, Yellow|||4GB|||512MB|||https://fdn2.gsmarena.com/vv/bigpic/sony-smartwatch-3-swr50.jpg
